"Time (CET)","Day-ahead Total Load Forecast [MW] - Ireland (IE)","Actual Total Load [MW] - Ireland (IE)"
"22.12.2019 03:30 - 22.12.2019 04:00","2801","2635"
"22.12.2019 04:00 - 22.12.2019 04:30","2726","2598"
"22.12.2019 04:30 - 22.12.2019 05:00","2696","2571"
"22.12.2019 05:00 - 22.12.2019 05:30","2672","2497"
"22.12.2019 05:30 - 22.12.2019 06:00","2632","2476"
"22.12.2019 06:00 - 22.12.2019 06:30","2603","2487"
"22.12.2019 06:30 - 22.12.2019 07:00","2583","2518"
"22.12.2019 07:00 - 22.12.2019 07:30","2602","2564"
"22.12.2019 07:30 - 22.12.2019 08:00","2641","2603"
"22.12.2019 08:00 - 22.12.2019 08:30","2685","2677"
"22.12.2019 08:30 - 22.12.2019 09:00","2760","2754"
"22.12.2019 09:00 - 22.12.2019 09:30","2835","2865"
"22.12.2019 09:30 - 22.12.2019 10:00","2872","2961"
"22.12.2019 10:00 - 22.12.2019 10:30","3009","3061"
"22.12.2019 10:30 - 22.12.2019 11:00","3316","3241"
"22.12.2019 11:00 - 22.12.2019 11:30","3469","3380"
"22.12.2019 11:30 - 22.12.2019 12:00","3617","3446"
"22.12.2019 12:00 - 22.12.2019 12:30","3679","3486"
"22.12.2019 12:30 - 22.12.2019 13:00","3740","3521"
"22.12.2019 13:00 - 22.12.2019 13:30","3782","3536"
"22.12.2019 13:30 - 22.12.2019 14:00","3844","3563"
"22.12.2019 14:00 - 22.12.2019 14:30","3852","3548"
"22.12.2019 14:30 - 22.12.2019 15:00","3819","3503"
"22.12.2019 15:00 - 22.12.2019 15:30","3780","3477"
"22.12.2019 15:30 - 22.12.2019 16:00","3740","3454"
"22.12.2019 16:00 - 22.12.2019 16:30","3722","3438"
"22.12.2019 16:30 - 22.12.2019 17:00","3734","3490"
"22.12.2019 17:00 - 22.12.2019 17:30","3837","3549"
"22.12.2019 17:30 - 22.12.2019 18:00","4059","3736"
"22.12.2019 18:00 - 22.12.2019 18:30","4297","3906"
"22.12.2019 18:30 - 22.12.2019 19:00","4408","4023"
"22.12.2019 19:00 - 22.12.2019 19:30","4429","4005"
"22.12.2019 19:30 - 22.12.2019 20:00","4404","3925"
"22.12.2019 20:00 - 22.12.2019 20:30","4365","3881"
"22.12.2019 20:30 - 22.12.2019 21:00","4293","3816"
"22.12.2019 21:00 - 22.12.2019 21:30","4246","3731"
"22.12.2019 21:30 - 22.12.2019 22:00","4174","3648"
"22.12.2019 22:00 - 22.12.2019 22:30","4106","3599"
"22.12.2019 22:30 - 22.12.2019 23:00","3995","3514"
"22.12.2019 23:00 - 22.12.2019 23:30","3827","3394"
"22.12.2019 23:30 - 23.12.2019 00:00","3697","3263"
"23.12.2019 00:00 - 23.12.2019 00:30","3618","3216"
"23.12.2019 00:30 - 23.12.2019 01:00","3610","3169"
"23.12.2019 01:00 - 23.12.2019 01:30","3442","2999"
"23.12.2019 01:30 - 23.12.2019 02:00","3278","2920"
"23.12.2019 02:00 - 23.12.2019 02:30","3030","2838"
"23.12.2019 02:30 - 23.12.2019 03:00","2917","2681"
"23.12.2019 03:00 - 23.12.2019 03:30","2837","2593"
"23.12.2019 03:30 - 23.12.2019 04:00","2760","2531"
"23.12.2019 04:00 - 23.12.2019 04:30","2706","2503"
"23.12.2019 04:30 - 23.12.2019 05:00","2681","2463"
"23.12.2019 05:00 - 23.12.2019 05:30","2657","2457"
"23.12.2019 05:30 - 23.12.2019 06:00","2650","2440"
"23.12.2019 06:00 - 23.12.2019 06:30","2660","2459"
"23.12.2019 06:30 - 23.12.2019 07:00","2710","2519"
"23.12.2019 07:00 - 23.12.2019 07:30","2806","2638"
"23.12.2019 07:30 - 23.12.2019 08:00","3004","2810"
"23.12.2019 08:00 - 23.12.2019 08:30","3353","2948"
"23.12.2019 08:30 - 23.12.2019 09:00","3715","3161"
"23.12.2019 09:00 - 23.12.2019 09:30","3972","3369"
"23.12.2019 09:30 - 23.12.2019 10:00","4093","3488"
"23.12.2019 10:00 - 23.12.2019 10:30","4142","3640"
"23.12.2019 10:30 - 23.12.2019 11:00","4233","3739"
"23.12.2019 11:00 - 23.12.2019 11:30","4265","3811"
"23.12.2019 11:30 - 23.12.2019 12:00","4281","3834"
"23.12.2019 12:00 - 23.12.2019 12:30","4298","3852"
"23.12.2019 12:30 - 23.12.2019 13:00","4301","3862"
"23.12.2019 13:00 - 23.12.2019 13:30","4317","3859"
"23.12.2019 13:30 - 23.12.2019 14:00","4335","3854"
"23.12.2019 14:00 - 23.12.2019 14:30","4332","3842"
"23.12.2019 14:30 - 23.12.2019 15:00","4276","3794"
"23.12.2019 15:00 - 23.12.2019 15:30","4264","3740"
"23.12.2019 15:30 - 23.12.2019 16:00","4282","3693"
"23.12.2019 16:00 - 23.12.2019 16:30","4285","3719"
"23.12.2019 16:30 - 23.12.2019 17:00","4353","3729"
"23.12.2019 17:00 - 23.12.2019 17:30","4465","3797"
"23.12.2019 17:30 - 23.12.2019 18:00","4732","4012"
"23.12.2019 18:00 - 23.12.2019 18:30","4964","4239"
"23.12.2019 18:30 - 23.12.2019 19:00","5052","4347"
"23.12.2019 19:00 - 23.12.2019 19:30","5055","4318"
"23.12.2019 19:30 - 23.12.2019 20:00","4981","4279"
"23.12.2019 20:00 - 23.12.2019 20:30","4918","4177"
"23.12.2019 20:30 - 23.12.2019 21:00","4834","4075"
"23.12.2019 21:00 - 23.12.2019 21:30","4725","3986"
"23.12.2019 21:30 - 23.12.2019 22:00","4630","3900"
"23.12.2019 22:00 - 23.12.2019 22:30","4565","3797"
"23.12.2019 22:30 - 23.12.2019 23:00","4388","3657"
"23.12.2019 23:00 - 23.12.2019 23:30","4235","3566"
"23.12.2019 23:30 - 24.12.2019 00:00","4068","3436"
"24.12.2019 00:00 - 24.12.2019 00:30","3950","3339"
"24.12.2019 00:30 - 24.12.2019 01:00","3911","3294"
"24.12.2019 01:00 - 24.12.2019 01:30","3699","3165"
"24.12.2019 01:30 - 24.12.2019 02:00","3482","3038"
"24.12.2019 02:00 - 24.12.2019 02:30","3278","2896"
"24.12.2019 02:30 - 24.12.2019 03:00","3008","2795"
"24.12.2019 03:00 - 24.12.2019 03:30","2867","2707"
"24.12.2019 03:30 - 24.12.2019 04:00","2774","2628"
"24.12.2019 04:00 - 24.12.2019 04:30","2684","2611"
"24.12.2019 04:30 - 24.12.2019 05:00","2619","2594"
"24.12.2019 05:00 - 24.12.2019 05:30","2582","2554"
"24.12.2019 05:30 - 24.12.2019 06:00","2552","2529"
"24.12.2019 06:00 - 24.12.2019 06:30","2538","2506"
"24.12.2019 06:30 - 24.12.2019 07:00","2538","2563"
"24.12.2019 07:00 - 24.12.2019 07:30","2597","2605"
"24.12.2019 07:30 - 24.12.2019 08:00","2701","2752"
"24.12.2019 08:00 - 24.12.2019 08:30","2799","2853"
"24.12.2019 08:30 - 24.12.2019 09:00","2962","3011"
"24.12.2019 09:00 - 24.12.2019 09:30","3191","3153"
"24.12.2019 09:30 - 24.12.2019 10:00","3314","3244"
"24.12.2019 10:00 - 24.12.2019 10:30","3487","3402"
"24.12.2019 10:30 - 24.12.2019 11:00","3709","3583"
"24.12.2019 11:00 - 24.12.2019 11:30","3848","3689"
"24.12.2019 11:30 - 24.12.2019 12:00","3934","3759"
"24.12.2019 12:00 - 24.12.2019 12:30","3945","3768"
"24.12.2019 12:30 - 24.12.2019 13:00","3948","3754"
"24.12.2019 13:00 - 24.12.2019 13:30","3959","3730"
"24.12.2019 13:30 - 24.12.2019 14:00","3934","3753"
"24.12.2019 14:00 - 24.12.2019 14:30","3914","3759"
"24.12.2019 14:30 - 24.12.2019 15:00","3845","3699"
"24.12.2019 15:00 - 24.12.2019 15:30","3821","3647"
"24.12.2019 15:30 - 24.12.2019 16:00","3811","3628"
"24.12.2019 16:00 - 24.12.2019 16:30","3803","3629"
"24.12.2019 16:30 - 24.12.2019 17:00","3872","3636"
"24.12.2019 17:00 - 24.12.2019 17:30","3963","3627"
"24.12.2019 17:30 - 24.12.2019 18:00","4224","3845"
"24.12.2019 18:00 - 24.12.2019 18:30","4525","4031"
"24.12.2019 18:30 - 24.12.2019 19:00","4576","4062"
"24.12.2019 19:00 - 24.12.2019 19:30","4517","3993"
"24.12.2019 19:30 - 24.12.2019 20:00","4386","3893"
"24.12.2019 20:00 - 24.12.2019 20:30","4274","3787"
"24.12.2019 20:30 - 24.12.2019 21:00","4182","3680"
"24.12.2019 21:00 - 24.12.2019 21:30","4077","3583"
"24.12.2019 21:30 - 24.12.2019 22:00","3952","3534"
"24.12.2019 22:00 - 24.12.2019 22:30","3829","3402"
"24.12.2019 22:30 - 24.12.2019 23:00","3756","3333"
"24.12.2019 23:00 - 24.12.2019 23:30","3676","3222"
"24.12.2019 23:30 - 25.12.2019 00:00","3594","3175"
"25.12.2019 00:00 - 25.12.2019 00:30","3583","3146"
"25.12.2019 00:30 - 25.12.2019 01:00","3628","3183"
"25.12.2019 01:00 - 25.12.2019 01:30","3388","3032"
"25.12.2019 01:30 - 25.12.2019 02:00","3243","2928"
"25.12.2019 02:00 - 25.12.2019 02:30","2987","2803"
"25.12.2019 02:30 - 25.12.2019 03:00","2826","2688"
"25.12.2019 03:00 - 25.12.2019 03:30","2694","2586"
"25.12.2019 03:30 - 25.12.2019 04:00","2584","2533"
"25.12.2019 04:00 - 25.12.2019 04:30","2509","2494"
"25.12.2019 04:30 - 25.12.2019 05:00","2456","2484"
"25.12.2019 05:00 - 25.12.2019 05:30","2414","2458"
"25.12.2019 05:30 - 25.12.2019 06:00","2397","2440"
"25.12.2019 06:00 - 25.12.2019 06:30","2360","2408"
"25.12.2019 06:30 - 25.12.2019 07:00","2377","2425"
"25.12.2019 07:00 - 25.12.2019 07:30","2407","2479"
"25.12.2019 07:30 - 25.12.2019 08:00","2462","2561"
"25.12.2019 08:00 - 25.12.2019 08:30","2563","2654"
"25.12.2019 08:30 - 25.12.2019 09:00","2691","2797"
"25.12.2019 09:00 - 25.12.2019 09:30","2838","2922"
"25.12.2019 09:30 - 25.12.2019 10:00","3010","3080"
"25.12.2019 10:00 - 25.12.2019 10:30","3310","3274"
"25.12.2019 10:30 - 25.12.2019 11:00","3522","3482"
"25.12.2019 11:00 - 25.12.2019 11:30","3659","3621"
"25.12.2019 11:30 - 25.12.2019 12:00","3739","3725"
"25.12.2019 12:00 - 25.12.2019 12:30","3762","3735"
"25.12.2019 12:30 - 25.12.2019 13:00","3771","3723"
"25.12.2019 13:00 - 25.12.2019 13:30","3788","3720"
"25.12.2019 13:30 - 25.12.2019 14:00","3822","3744"
"25.12.2019 14:00 - 25.12.2019 14:30","3848","3793"
"25.12.2019 14:30 - 25.12.2019 15:00","3853","3806"
"25.12.2019 15:00 - 25.12.2019 15:30","3817","3739"
"25.12.2019 15:30 - 25.12.2019 16:00","3759","3674"
"25.12.2019 16:00 - 25.12.2019 16:30","3671","3550"
"25.12.2019 16:30 - 25.12.2019 17:00","3572","3439"
"25.12.2019 17:00 - 25.12.2019 17:30","3491","3379"
"25.12.2019 17:30 - 25.12.2019 18:00","3521","3390"
"25.12.2019 18:00 - 25.12.2019 18:30","3551","3319"
"25.12.2019 18:30 - 25.12.2019 19:00","3503","3240"
"25.12.2019 19:00 - 25.12.2019 19:30","3459","3198"
"25.12.2019 19:30 - 25.12.2019 20:00","3403","3150"
"25.12.2019 20:00 - 25.12.2019 20:30","3366","3129"
"25.12.2019 20:30 - 25.12.2019 21:00","3339","3123"
"25.12.2019 21:00 - 25.12.2019 21:30","3318","3064"
"25.12.2019 21:30 - 25.12.2019 22:00","3312","3021"
"25.12.2019 22:00 - 25.12.2019 22:30","3285","2975"
"25.12.2019 22:30 - 25.12.2019 23:00","3239","2943"
"25.12.2019 23:00 - 25.12.2019 23:30","3209","2921"
"25.12.2019 23:30 - 26.12.2019 00:00","3062","2828"
"26.12.2019 00:00 - 26.12.2019 00:30","3198","2841"
"26.12.2019 00:30 - 26.12.2019 01:00","3261","2903"
"26.12.2019 01:00 - 26.12.2019 01:30","3272","2823"
"26.12.2019 01:30 - 26.12.2019 02:00","3030","2726"
"26.12.2019 02:00 - 26.12.2019 02:30","2869","2609"
"26.12.2019 02:30 - 26.12.2019 03:00","2729","2518"
"26.12.2019 03:00 - 26.12.2019 03:30","2635","2445"
"26.12.2019 03:30 - 26.12.2019 04:00","2542","2376"
"26.12.2019 04:00 - 26.12.2019 04:30","2461","2320"
"26.12.2019 04:30 - 26.12.2019 05:00","2403","2317"
"26.12.2019 05:00 - 26.12.2019 05:30","2377","2277"
"26.12.2019 05:30 - 26.12.2019 06:00","2357","2247"
"26.12.2019 06:00 - 26.12.2019 06:30","2339","2263"
"26.12.2019 06:30 - 26.12.2019 07:00","2343","2342"
"26.12.2019 07:00 - 26.12.2019 07:30","2358","2412"
"26.12.2019 07:30 - 26.12.2019 08:00","2402","2471"
"26.12.2019 08:00 - 26.12.2019 08:30","2423","2505"
"26.12.2019 08:30 - 26.12.2019 09:00","2451","2515"
"26.12.2019 09:00 - 26.12.2019 09:30","2477","2570"
"26.12.2019 09:30 - 26.12.2019 10:00","2496","2579"
"26.12.2019 10:00 - 26.12.2019 10:30","2584","2655"
"26.12.2019 10:30 - 26.12.2019 11:00","2739","2775"
"26.12.2019 11:00 - 26.12.2019 11:30","2919","2920"
"26.12.2019 11:30 - 26.12.2019 12:00","3201","3070"
"26.12.2019 12:00 - 26.12.2019 12:30","3345","3162"
"26.12.2019 12:30 - 26.12.2019 13:00","3445","3217"
"26.12.2019 13:00 - 26.12.2019 13:30","3525","3250"
"26.12.2019 13:30 - 26.12.2019 14:00","3602","3327"
"26.12.2019 14:00 - 26.12.2019 14:30","3659","3390"
"26.12.2019 14:30 - 26.12.2019 15:00","3656","3387"
"26.12.2019 15:00 - 26.12.2019 15:30","3612","3322"
"26.12.2019 15:30 - 26.12.2019 16:00","3581","3249"
"26.12.2019 16:00 - 26.12.2019 16:30","3548","3264"
"26.12.2019 16:30 - 26.12.2019 17:00","3532","3293"
"26.12.2019 17:00 - 26.12.2019 17:30","3624","3324"
"26.12.2019 17:30 - 26.12.2019 18:00","3802","3507"
"26.12.2019 18:00 - 26.12.2019 18:30","4016","3624"
"26.12.2019 18:30 - 26.12.2019 19:00","4076","3682"
"26.12.2019 19:00 - 26.12.2019 19:30","4057","3619"
"26.12.2019 19:30 - 26.12.2019 20:00","4005","3556"
"26.12.2019 20:00 - 26.12.2019 20:30","3936","3476"
"26.12.2019 20:30 - 26.12.2019 21:00","3870","3428"
"26.12.2019 21:00 - 26.12.2019 21:30","3792","3335"
"26.12.2019 21:30 - 26.12.2019 22:00","3724","3225"
"26.12.2019 22:00 - 26.12.2019 22:30","3642","3153"
"26.12.2019 22:30 - 26.12.2019 23:00","3546","3083"
"26.12.2019 23:00 - 26.12.2019 23:30","3450","3006"
"26.12.2019 23:30 - 27.12.2019 00:00","3373","2945"
"27.12.2019 00:00 - 27.12.2019 00:30","3395","2936"
"27.12.2019 00:30 - 27.12.2019 01:00","3435","2941"
"27.12.2019 01:00 - 27.12.2019 01:30","3444","2833"
"27.12.2019 01:30 - 27.12.2019 02:00","3290","2751"
"27.12.2019 02:00 - 27.12.2019 02:30","3021","2632"
"27.12.2019 02:30 - 27.12.2019 03:00","2896","2514"
"27.12.2019 03:00 - 27.12.2019 03:30","2777","2420"
"27.12.2019 03:30 - 27.12.2019 04:00","2687","2362"
"27.12.2019 04:00 - 27.12.2019 04:30","2614","2315"
"27.12.2019 04:30 - 27.12.2019 05:00","2561","2301"
"27.12.2019 05:00 - 27.12.2019 05:30","2523","2299"
"27.12.2019 05:30 - 27.12.2019 06:00","2499","2298"
"27.12.2019 06:00 - 27.12.2019 06:30","2474","2294"
"27.12.2019 06:30 - 27.12.2019 07:00","2483","2327"
"27.12.2019 07:00 - 27.12.2019 07:30","2520","2408"
"27.12.2019 07:30 - 27.12.2019 08:00","2598","2501"
"27.12.2019 08:00 - 27.12.2019 08:30","2699","2573"
"27.12.2019 08:30 - 27.12.2019 09:00","2831","2644"
"27.12.2019 09:00 - 27.12.2019 09:30","2941","2747"
"27.12.2019 09:30 - 27.12.2019 10:00","3168","2848"
"27.12.2019 10:00 - 27.12.2019 10:30","3344","2949"
"27.12.2019 10:30 - 27.12.2019 11:00","3534","3116"
"27.12.2019 11:00 - 27.12.2019 11:30","3700","3181"
"27.12.2019 11:30 - 27.12.2019 12:00","3815","3289"
"27.12.2019 12:00 - 27.12.2019 12:30","3898","3355"
"27.12.2019 12:30 - 27.12.2019 13:00","3915","3431"
"27.12.2019 13:00 - 27.12.2019 13:30","3972","3482"
"27.12.2019 13:30 - 27.12.2019 14:00","4023","3539"
"27.12.2019 14:00 - 27.12.2019 14:30","4054","3574"
"27.12.2019 14:30 - 27.12.2019 15:00","4022","3562"
"27.12.2019 15:00 - 27.12.2019 15:30","3969","3532"
"27.12.2019 15:30 - 27.12.2019 16:00","3915","3502"
"27.12.2019 16:00 - 27.12.2019 16:30","3873","3465"
"27.12.2019 16:30 - 27.12.2019 17:00","3823","3478"
"27.12.2019 17:00 - 27.12.2019 17:30","3840","3529"
"27.12.2019 17:30 - 27.12.2019 18:00","3990","3740"
"27.12.2019 18:00 - 27.12.2019 18:30","4114","3879"
"27.12.2019 18:30 - 27.12.2019 19:00","4166","3885"
"27.12.2019 19:00 - 27.12.2019 19:30","4150","3881"
"27.12.2019 19:30 - 27.12.2019 20:00","4103","3791"
"27.12.2019 20:00 - 27.12.2019 20:30","4037","3684"
"27.12.2019 20:30 - 27.12.2019 21:00","3958","3626"
"27.12.2019 21:00 - 27.12.2019 21:30","3901","3568"
"27.12.2019 21:30 - 27.12.2019 22:00","3843","3514"
"27.12.2019 22:00 - 27.12.2019 22:30","3774","3450"
"27.12.2019 22:30 - 27.12.2019 23:00","3658","3326"
"27.12.2019 23:00 - 27.12.2019 23:30","3560","3125"
"27.12.2019 23:30 - 28.12.2019 00:00","3485","3068"
"28.12.2019 00:00 - 28.12.2019 00:30","3485","2987"
"28.12.2019 00:30 - 28.12.2019 01:00","3494","2987"
"28.12.2019 01:00 - 28.12.2019 01:30","3358","2875"
"28.12.2019 01:30 - 28.12.2019 02:00","3200","2734"
"28.12.2019 02:00 - 28.12.2019 02:30","2954","2628"
"28.12.2019 02:30 - 28.12.2019 03:00","2813","2548"
"28.12.2019 03:00 - 28.12.2019 03:30","2708","2457"
"28.12.2019 03:30 - 28.12.2019 04:00","2626","2426"
"28.12.2019 04:00 - 28.12.2019 04:30","2550","2374"
"28.12.2019 04:30 - 28.12.2019 05:00","2502","2316"
"28.12.2019 05:00 - 28.12.2019 05:30","2488","2274"
"28.12.2019 05:30 - 28.12.2019 06:00","2458","2264"
"28.12.2019 06:00 - 28.12.2019 06:30","2430","2258"
"28.12.2019 06:30 - 28.12.2019 07:00","2424","2287"
"28.12.2019 07:00 - 28.12.2019 07:30","2449","2334"
"28.12.2019 07:30 - 28.12.2019 08:00","2504","2413"
"28.12.2019 08:00 - 28.12.2019 08:30","2539","2473"
"28.12.2019 08:30 - 28.12.2019 09:00","2626","2530"
"28.12.2019 09:00 - 28.12.2019 09:30","2690","2628"
"28.12.2019 09:30 - 28.12.2019 10:00","2739","2724"
"28.12.2019 10:00 - 28.12.2019 10:30","2854","2833"
"28.12.2019 10:30 - 28.12.2019 11:00","3025","2988"
"28.12.2019 11:00 - 28.12.2019 11:30","3282","3145"
"28.12.2019 11:30 - 28.12.2019 12:00","3432","3265"
"28.12.2019 12:00 - 28.12.2019 12:30","3529","3352"
"28.12.2019 12:30 - 28.12.2019 13:00","3614","3365"
"28.12.2019 13:00 - 28.12.2019 13:30","3669","3430"
"28.12.2019 13:30 - 28.12.2019 14:00","3706","3464"
"28.12.2019 14:00 - 28.12.2019 14:30","3730","3478"
"28.12.2019 14:30 - 28.12.2019 15:00","3735","3469"
"28.12.2019 15:00 - 28.12.2019 15:30","3708","3412"
"28.12.2019 15:30 - 28.12.2019 16:00","3668","3405"
"28.12.2019 16:00 - 28.12.2019 16:30","3663","3370"
"28.12.2019 16:30 - 28.12.2019 17:00","3697","3393"
"28.12.2019 17:00 - 28.12.2019 17:30","3794","3485"
"28.12.2019 17:30 - 28.12.2019 18:00","3993","3735"
"28.12.2019 18:00 - 28.12.2019 18:30","4195","3841"
"28.12.2019 18:30 - 28.12.2019 19:00","4264","3926"
"28.12.2019 19:00 - 28.12.2019 19:30","4234","3891"
"28.12.2019 19:30 - 28.12.2019 20:00","4177","3802"
"28.12.2019 20:00 - 28.12.2019 20:30","4094","3716"
"28.12.2019 20:30 - 28.12.2019 21:00","4028","3626"
"28.12.2019 21:00 - 28.12.2019 21:30","3912","3581"
"28.12.2019 21:30 - 28.12.2019 22:00","3856","3483"
"28.12.2019 22:00 - 28.12.2019 22:30","3732","3382"
"28.12.2019 22:30 - 28.12.2019 23:00","3675","3256"
"28.12.2019 23:00 - 28.12.2019 23:30","3576","3146"
"28.12.2019 23:30 - 29.12.2019 00:00","3489","3057"
"29.12.2019 00:00 - 29.12.2019 00:30","3473","3008"
"29.12.2019 00:30 - 29.12.2019 01:00","3511","3001"
"29.12.2019 01:00 - 29.12.2019 01:30","3407","2909"
"29.12.2019 01:30 - 29.12.2019 02:00","3247","2822"
"29.12.2019 02:00 - 29.12.2019 02:30","2997","2681"
"29.12.2019 02:30 - 29.12.2019 03:00","2858","2582"
"29.12.2019 03:00 - 29.12.2019 03:30","2749","2502"
"29.12.2019 03:30 - 29.12.2019 04:00","2657","2410"
"29.12.2019 04:00 - 29.12.2019 04:30","2562","2336"
"29.12.2019 04:30 - 29.12.2019 05:00","2507","2309"
"29.12.2019 05:00 - 29.12.2019 05:30","2466","2301"
"29.12.2019 05:30 - 29.12.2019 06:00","2436","2287"
"29.12.2019 06:00 - 29.12.2019 06:30","2406","2260"
"29.12.2019 06:30 - 29.12.2019 07:00","2405","2276"
"29.12.2019 07:00 - 29.12.2019 07:30","2411","2313"
"29.12.2019 07:30 - 29.12.2019 08:00","2443","2341"
"29.12.2019 08:00 - 29.12.2019 08:30","2497","2391"
"29.12.2019 08:30 - 29.12.2019 09:00","2563","2459"
"29.12.2019 09:00 - 29.12.2019 09:30","2648","2522"
"29.12.2019 09:30 - 29.12.2019 10:00","2721","2590"
"29.12.2019 10:00 - 29.12.2019 10:30","2845","2674"
"29.12.2019 10:30 - 29.12.2019 11:00","3043","2821"
"29.12.2019 11:00 - 29.12.2019 11:30","3322","2941"
"29.12.2019 11:30 - 29.12.2019 12:00","3463","3059"
"29.12.2019 12:00 - 29.12.2019 12:30","3538","3167"
"29.12.2019 12:30 - 29.12.2019 13:00","3597","3242"
"29.12.2019 13:00 - 29.12.2019 13:30","3651","3307"
"29.12.2019 13:30 - 29.12.2019 14:00","3724","3378"
"29.12.2019 14:00 - 29.12.2019 14:30","3763","3396"
"29.12.2019 14:30 - 29.12.2019 15:00","3767","3391"
"29.12.2019 15:00 - 29.12.2019 15:30","3741","3366"
"29.12.2019 15:30 - 29.12.2019 16:00","3702","3327"
"29.12.2019 16:00 - 29.12.2019 16:30","3652","3295"
"29.12.2019 16:30 - 29.12.2019 17:00","3635","3245"
"29.12.2019 17:00 - 29.12.2019 17:30","3641","3285"
"29.12.2019 17:30 - 29.12.2019 18:00","3799","3424"
"29.12.2019 18:00 - 29.12.2019 18:30","3983","3641"
"29.12.2019 18:30 - 29.12.2019 19:00","4030","3762"
"29.12.2019 19:00 - 29.12.2019 19:30","4038","3723"
"29.12.2019 19:30 - 29.12.2019 20:00","3977","3669"
"29.12.2019 20:00 - 29.12.2019 20:30","3934","3633"
"29.12.2019 20:30 - 29.12.2019 21:00","3870","3554"
"29.12.2019 21:00 - 29.12.2019 21:30","3811","3482"
"29.12.2019 21:30 - 29.12.2019 22:00","3729","3396"
"29.12.2019 22:00 - 29.12.2019 22:30","3673","3300"
"29.12.2019 22:30 - 29.12.2019 23:00","3601","3158"
"29.12.2019 23:00 - 29.12.2019 23:30","3520","3042"
"29.12.2019 23:30 - 30.12.2019 00:00","3456","2952"
"30.12.2019 00:00 - 30.12.2019 00:30","3436","2902"
"30.12.2019 00:30 - 30.12.2019 01:00","3481","2903"
"30.12.2019 01:00 - 30.12.2019 01:30","3351","2801"
"30.12.2019 01:30 - 30.12.2019 02:00","3217","2733"
"30.12.2019 02:00 - 30.12.2019 02:30","2961","2621"
"30.12.2019 02:30 - 30.12.2019 03:00","2830","2523"
"30.12.2019 03:00 - 30.12.2019 03:30","2742","2437"
"30.12.2019 03:30 - 30.12.2019 04:00","2667","2398"
"30.12.2019 04:00 - 30.12.2019 04:30","2596","2352"
"30.12.2019 04:30 - 30.12.2019 05:00","2546","2318"
"30.12.2019 05:00 - 30.12.2019 05:30","2516","2313"
"30.12.2019 05:30 - 30.12.2019 06:00","2488","2287"
"30.12.2019 06:00 - 30.12.2019 06:30","2480","2286"
"30.12.2019 06:30 - 30.12.2019 07:00","2492","2284"
"30.12.2019 07:00 - 30.12.2019 07:30","2529","2375"
"30.12.2019 07:30 - 30.12.2019 08:00","2596","2474"
"30.12.2019 08:00 - 30.12.2019 08:30","2653","2582"
"30.12.2019 08:30 - 30.12.2019 09:00","2729","2721"
"30.12.2019 09:00 - 30.12.2019 09:30","2784","2823"
"30.12.2019 09:30 - 30.12.2019 10:00","2821","2882"
"30.12.2019 10:00 - 30.12.2019 10:30","2931","3008"
"30.12.2019 10:30 - 30.12.2019 11:00","3217","3162"
"30.12.2019 11:00 - 30.12.2019 11:30","3393","3298"
"30.12.2019 11:30 - 30.12.2019 12:00","3553","3397"
"30.12.2019 12:00 - 30.12.2019 12:30","3664","3478"
"30.12.2019 12:30 - 30.12.2019 13:00","3744","3555"
"30.12.2019 13:00 - 30.12.2019 13:30","3798","3630"
"30.12.2019 13:30 - 30.12.2019 14:00","3855","3663"
"30.12.2019 14:00 - 30.12.2019 14:30","3870","3671"
"30.12.2019 14:30 - 30.12.2019 15:00","3861","3714"
"30.12.2019 15:00 - 30.12.2019 15:30","3816","3657"
"30.12.2019 15:30 - 30.12.2019 16:00","3792","3630"
"30.12.2019 16:00 - 30.12.2019 16:30","3758","3635"
"30.12.2019 16:30 - 30.12.2019 17:00","3791","3671"
"30.12.2019 17:00 - 30.12.2019 17:30","3885","3763"
"30.12.2019 17:30 - 30.12.2019 18:00","4106","3950"
"30.12.2019 18:00 - 30.12.2019 18:30","4363","4115"
"30.12.2019 18:30 - 30.12.2019 19:00","4462","4189"
"30.12.2019 19:00 - 30.12.2019 19:30","4470","4156"
"30.12.2019 19:30 - 30.12.2019 20:00","4393","4033"
"30.12.2019 20:00 - 30.12.2019 20:30","4312","3923"
"30.12.2019 20:30 - 30.12.2019 21:00","4205","3847"
"30.12.2019 21:00 - 30.12.2019 21:30","4109","3703"
"30.12.2019 21:30 - 30.12.2019 22:00","3993","3582"
"30.12.2019 22:00 - 30.12.2019 22:30","3923","3518"
"30.12.2019 22:30 - 30.12.2019 23:00","3815","3407"
"30.12.2019 23:00 - 30.12.2019 23:30","3676","3274"
"30.12.2019 23:30 - 31.12.2019 00:00","3579","3213"
"31.12.2019 00:00 - 31.12.2019 00:30","3539","3142"
"31.12.2019 00:30 - 31.12.2019 01:00","3570","3113"
"31.12.2019 01:00 - 31.12.2019 01:30","3592","2977"
"31.12.2019 01:30 - 31.12.2019 02:00","3396","2869"
"31.12.2019 02:00 - 31.12.2019 02:30","3223","2733"
"31.12.2019 02:30 - 31.12.2019 03:00","2965","2632"
