"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"25.12.2019 04:00 - 25.12.2019 04:15","38485","36493"
"25.12.2019 04:15 - 25.12.2019 04:30","38664","36582"
"25.12.2019 04:30 - 25.12.2019 04:45","38698","36851"
"25.12.2019 04:45 - 25.12.2019 05:00","38868","36931"
"25.12.2019 05:00 - 25.12.2019 05:15","39065","37272"
"25.12.2019 05:15 - 25.12.2019 05:30","38982","37029"
"25.12.2019 05:30 - 25.12.2019 05:45","38882","37103"
"25.12.2019 05:45 - 25.12.2019 06:00","38468","36906"
"25.12.2019 06:00 - 25.12.2019 06:15","38090","36925"
"25.12.2019 06:15 - 25.12.2019 06:30","37698","36875"
"25.12.2019 06:30 - 25.12.2019 06:45","37828","36757"
"25.12.2019 06:45 - 25.12.2019 07:00","38229","37207"
"25.12.2019 07:00 - 25.12.2019 07:15","39138","37753"
"25.12.2019 07:15 - 25.12.2019 07:30","39694","37989"
"25.12.2019 07:30 - 25.12.2019 07:45","40266","38452"
"25.12.2019 07:45 - 25.12.2019 08:00","41018","39310"
"25.12.2019 08:00 - 25.12.2019 08:15","41932","40567"
"25.12.2019 08:15 - 25.12.2019 08:30","42360","41370"
"25.12.2019 08:30 - 25.12.2019 08:45","42904","42097"
"25.12.2019 08:45 - 25.12.2019 09:00","44063","43083"
"25.12.2019 09:00 - 25.12.2019 09:15","45020","44767"
"25.12.2019 09:15 - 25.12.2019 09:30","45774","45928"
"25.12.2019 09:30 - 25.12.2019 09:45","46428","46517"
"25.12.2019 09:45 - 25.12.2019 10:00","46864","47197"
"25.12.2019 10:00 - 25.12.2019 10:15","47677","48143"
"25.12.2019 10:15 - 25.12.2019 10:30","48417","48921"
"25.12.2019 10:30 - 25.12.2019 10:45","48652","49320"
"25.12.2019 10:45 - 25.12.2019 11:00","49085","49822"
"25.12.2019 11:00 - 25.12.2019 11:15","49482","50631"
"25.12.2019 11:15 - 25.12.2019 11:30","49651","51431"
"25.12.2019 11:30 - 25.12.2019 11:45","50229","51673"
"25.12.2019 11:45 - 25.12.2019 12:00","50401","51714"
"25.12.2019 12:00 - 25.12.2019 12:15","50363","51290"
"25.12.2019 12:15 - 25.12.2019 12:30","50044","50795"
"25.12.2019 12:30 - 25.12.2019 12:45","49450","50355"
"25.12.2019 12:45 - 25.12.2019 13:00","49146","49789"
"25.12.2019 13:00 - 25.12.2019 13:15","48528","48354"
"25.12.2019 13:15 - 25.12.2019 13:30","47998","47810"
"25.12.2019 13:30 - 25.12.2019 13:45","47780","47530"
"25.12.2019 13:45 - 25.12.2019 14:00","47438","47249"
"25.12.2019 14:00 - 25.12.2019 14:15","47181","46764"
"25.12.2019 14:15 - 25.12.2019 14:30","47077","46348"
"25.12.2019 14:30 - 25.12.2019 14:45","46630","46208"
"25.12.2019 14:45 - 25.12.2019 15:00","46485","45824"
"25.12.2019 15:00 - 25.12.2019 15:15","46848","46401"
"25.12.2019 15:15 - 25.12.2019 15:30","46566","46295"
"25.12.2019 15:30 - 25.12.2019 15:45","46511","45950"
"25.12.2019 15:45 - 25.12.2019 16:00","46828","45725"
"25.12.2019 16:00 - 25.12.2019 16:15","47407","46208"
"25.12.2019 16:15 - 25.12.2019 16:30","47781","46588"
"25.12.2019 16:30 - 25.12.2019 16:45","48466","47211"
"25.12.2019 16:45 - 25.12.2019 17:00","49399","48074"
"25.12.2019 17:00 - 25.12.2019 17:15","50440","49068"
"25.12.2019 17:15 - 25.12.2019 17:30","50555","49088"
"25.12.2019 17:30 - 25.12.2019 17:45","50881","49518"
"25.12.2019 17:45 - 25.12.2019 18:00","51092","49622"
"25.12.2019 18:00 - 25.12.2019 18:15","51415","49992"
"25.12.2019 18:15 - 25.12.2019 18:30","51363","49952"
"25.12.2019 18:30 - 25.12.2019 18:45","50936","49918"
"25.12.2019 18:45 - 25.12.2019 19:00","50550","49672"
"25.12.2019 19:00 - 25.12.2019 19:15","50432","49478"
"25.12.2019 19:15 - 25.12.2019 19:30","49863","49051"
"25.12.2019 19:30 - 25.12.2019 19:45","49811","48852"
"25.12.2019 19:45 - 25.12.2019 20:00","49495","48448"
"25.12.2019 20:00 - 25.12.2019 20:15","48733","47950"
"25.12.2019 20:15 - 25.12.2019 20:30","48251","47409"
"25.12.2019 20:30 - 25.12.2019 20:45","47824","46717"
"25.12.2019 20:45 - 25.12.2019 21:00","47284","46417"
"25.12.2019 21:00 - 25.12.2019 21:15","46901","46059"
"25.12.2019 21:15 - 25.12.2019 21:30","46668","45940"
"25.12.2019 21:30 - 25.12.2019 21:45","46439","45716"
"25.12.2019 21:45 - 25.12.2019 22:00","46552","45476"
"25.12.2019 22:00 - 25.12.2019 22:15","46839","45914"
"25.12.2019 22:15 - 25.12.2019 22:30","46385","45621"
"25.12.2019 22:30 - 25.12.2019 22:45","45606","45184"
"25.12.2019 22:45 - 25.12.2019 23:00","45131","44414"
"25.12.2019 23:00 - 25.12.2019 23:15","44155","43653"
"25.12.2019 23:15 - 25.12.2019 23:30","43317","43140"
"25.12.2019 23:30 - 25.12.2019 23:45","42678","42409"
"25.12.2019 23:45 - 26.12.2019 00:00","41976","41961"
"26.12.2019 00:00 - 26.12.2019 00:15","40700","40835"
"26.12.2019 00:15 - 26.12.2019 00:30","40161","40110"
"26.12.2019 00:30 - 26.12.2019 00:45","39545","39754"
"26.12.2019 00:45 - 26.12.2019 01:00","38935","39225"
"26.12.2019 01:00 - 26.12.2019 01:15","38261","38735"
"26.12.2019 01:15 - 26.12.2019 01:30","37728","38398"
"26.12.2019 01:30 - 26.12.2019 01:45","37471","38151"
"26.12.2019 01:45 - 26.12.2019 02:00","37193","37824"
"26.12.2019 02:00 - 26.12.2019 02:15","36926","37586"
"26.12.2019 02:15 - 26.12.2019 02:30","36913","37366"
"26.12.2019 02:30 - 26.12.2019 02:45","36787","37248"
"26.12.2019 02:45 - 26.12.2019 03:00","36649","37127"
"26.12.2019 03:00 - 26.12.2019 03:15","36713","37218"
"26.12.2019 03:15 - 26.12.2019 03:30","36721","37127"
"26.12.2019 03:30 - 26.12.2019 03:45","36739","37231"
"26.12.2019 03:45 - 26.12.2019 04:00","36738","37250"
"26.12.2019 04:00 - 26.12.2019 04:15","37018","37390"
"26.12.2019 04:15 - 26.12.2019 04:30","37049","37539"
"26.12.2019 04:30 - 26.12.2019 04:45","37027","37570"
"26.12.2019 04:45 - 26.12.2019 05:00","37149","37421"
"26.12.2019 05:00 - 26.12.2019 05:15","37272","37617"
"26.12.2019 05:15 - 26.12.2019 05:30","37141","37436"
"26.12.2019 05:30 - 26.12.2019 05:45","37157","37425"
"26.12.2019 05:45 - 26.12.2019 06:00","36881","37123"
"26.12.2019 06:00 - 26.12.2019 06:15","36533","37150"
"26.12.2019 06:15 - 26.12.2019 06:30","36220","37130"
"26.12.2019 06:30 - 26.12.2019 06:45","36479","36998"
"26.12.2019 06:45 - 26.12.2019 07:00","36867","37396"
"26.12.2019 07:00 - 26.12.2019 07:15","37753","38006"
"26.12.2019 07:15 - 26.12.2019 07:30","38204","38427"
"26.12.2019 07:30 - 26.12.2019 07:45","38934","38901"
"26.12.2019 07:45 - 26.12.2019 08:00","39725","39645"
"26.12.2019 08:00 - 26.12.2019 08:15","40596","40553"
"26.12.2019 08:15 - 26.12.2019 08:30","40968","41039"
"26.12.2019 08:30 - 26.12.2019 08:45","41464","41602"
"26.12.2019 08:45 - 26.12.2019 09:00","42673","42418"
"26.12.2019 09:00 - 26.12.2019 09:15","43633","43694"
"26.12.2019 09:15 - 26.12.2019 09:30","44527","44473"
"26.12.2019 09:30 - 26.12.2019 09:45","45343","45071"
"26.12.2019 09:45 - 26.12.2019 10:00","45826","45514"
"26.12.2019 10:00 - 26.12.2019 10:15","46454","46481"
"26.12.2019 10:15 - 26.12.2019 10:30","47046","46676"
"26.12.2019 10:30 - 26.12.2019 10:45","47382","47126"
"26.12.2019 10:45 - 26.12.2019 11:00","47927","47711"
"26.12.2019 11:00 - 26.12.2019 11:15","48420","48503"
"26.12.2019 11:15 - 26.12.2019 11:30","48578","48921"
"26.12.2019 11:30 - 26.12.2019 11:45","49181","49274"
"26.12.2019 11:45 - 26.12.2019 12:00","49161","49562"
"26.12.2019 12:00 - 26.12.2019 12:15","49141","49533"
"26.12.2019 12:15 - 26.12.2019 12:30","48677","49286"
"26.12.2019 12:30 - 26.12.2019 12:45","48078","48778"
"26.12.2019 12:45 - 26.12.2019 13:00","47935","48312"
"26.12.2019 13:00 - 26.12.2019 13:15","47292","48105"
"26.12.2019 13:15 - 26.12.2019 13:30","46786","47697"
"26.12.2019 13:30 - 26.12.2019 13:45","46672","47324"
"26.12.2019 13:45 - 26.12.2019 14:00","46452","46904"
"26.12.2019 14:00 - 26.12.2019 14:15","45911","46613"
"26.12.2019 14:15 - 26.12.2019 14:30","45656","46118"
"26.12.2019 14:30 - 26.12.2019 14:45","45378","45947"
"26.12.2019 14:45 - 26.12.2019 15:00","45272","45790"
"26.12.2019 15:00 - 26.12.2019 15:15","45527","45857"
"26.12.2019 15:15 - 26.12.2019 15:30","45219","45736"
"26.12.2019 15:30 - 26.12.2019 15:45","45286","45659"
"26.12.2019 15:45 - 26.12.2019 16:00","45608","45789"
"26.12.2019 16:00 - 26.12.2019 16:15","46182","46312"
"26.12.2019 16:15 - 26.12.2019 16:30","46776","46767"
"26.12.2019 16:30 - 26.12.2019 16:45","47455","47632"
"26.12.2019 16:45 - 26.12.2019 17:00","48483","48371"
"26.12.2019 17:00 - 26.12.2019 17:15","49452","49032"
"26.12.2019 17:15 - 26.12.2019 17:30","49586","49314"
"26.12.2019 17:30 - 26.12.2019 17:45","49984","49383"
"26.12.2019 17:45 - 26.12.2019 18:00","50226","49601"
"26.12.2019 18:00 - 26.12.2019 18:15","50400","49986"
"26.12.2019 18:15 - 26.12.2019 18:30","50295","49917"
"26.12.2019 18:30 - 26.12.2019 18:45","49795","49723"
"26.12.2019 18:45 - 26.12.2019 19:00","49387","49409"
"26.12.2019 19:00 - 26.12.2019 19:15","49240","49505"
"26.12.2019 19:15 - 26.12.2019 19:30","48602","48996"
"26.12.2019 19:30 - 26.12.2019 19:45","48358","48498"
"26.12.2019 19:45 - 26.12.2019 20:00","48033","48110"
"26.12.2019 20:00 - 26.12.2019 20:15","47534","47607"
"26.12.2019 20:15 - 26.12.2019 20:30","46902","47113"
"26.12.2019 20:30 - 26.12.2019 20:45","46557","46686"
"26.12.2019 20:45 - 26.12.2019 21:00","45939","46239"
"26.12.2019 21:00 - 26.12.2019 21:15","45698","46288"
"26.12.2019 21:15 - 26.12.2019 21:30","45481","46033"
"26.12.2019 21:30 - 26.12.2019 21:45","45282","45898"
"26.12.2019 21:45 - 26.12.2019 22:00","45488","45650"
"26.12.2019 22:00 - 26.12.2019 22:15","45726","46141"
"26.12.2019 22:15 - 26.12.2019 22:30","45343","45637"
"26.12.2019 22:30 - 26.12.2019 22:45","44718","45028"
"26.12.2019 22:45 - 26.12.2019 23:00","44244","44345"
"26.12.2019 23:00 - 26.12.2019 23:15","43426","43671"
"26.12.2019 23:15 - 26.12.2019 23:30","42594","42960"
"26.12.2019 23:30 - 26.12.2019 23:45","42125","42122"
"26.12.2019 23:45 - 27.12.2019 00:00","41561","41453"
"27.12.2019 00:00 - 27.12.2019 00:15","42727","40589"
"27.12.2019 00:15 - 27.12.2019 00:30","41659","40003"
"27.12.2019 00:30 - 27.12.2019 00:45","41037","39702"
"27.12.2019 00:45 - 27.12.2019 01:00","40643","39171"
"27.12.2019 01:00 - 27.12.2019 01:15","40151","38891"
"27.12.2019 01:15 - 27.12.2019 01:30","40022","38477"
"27.12.2019 01:30 - 27.12.2019 01:45","39767","38173"
"27.12.2019 01:45 - 27.12.2019 02:00","39571","37895"
"27.12.2019 02:00 - 27.12.2019 02:15","39353","37810"
"27.12.2019 02:15 - 27.12.2019 02:30","39496","37677"
"27.12.2019 02:30 - 27.12.2019 02:45","39261","37502"
"27.12.2019 02:45 - 27.12.2019 03:00","39276","37436"
"27.12.2019 03:00 - 27.12.2019 03:15","39525","37539"
"27.12.2019 03:15 - 27.12.2019 03:30","39592","37521"
"27.12.2019 03:30 - 27.12.2019 03:45","39702","37597"
"27.12.2019 03:45 - 27.12.2019 04:00","39786","37802"
"27.12.2019 04:00 - 27.12.2019 04:15","40084","38188"
"27.12.2019 04:15 - 27.12.2019 04:30","40507","38426"
"27.12.2019 04:30 - 27.12.2019 04:45","40815","38815"
"27.12.2019 04:45 - 27.12.2019 05:00","41348","38977"
"27.12.2019 05:00 - 27.12.2019 05:15","42292","39373"
"27.12.2019 05:15 - 27.12.2019 05:30","42824","39716"
"27.12.2019 05:30 - 27.12.2019 05:45","43502","39812"
"27.12.2019 05:45 - 27.12.2019 06:00","44790","40268"
"27.12.2019 06:00 - 27.12.2019 06:15","46690","41532"
"27.12.2019 06:15 - 27.12.2019 06:30","47893","42119"
"27.12.2019 06:30 - 27.12.2019 06:45","49248","42834"
"27.12.2019 06:45 - 27.12.2019 07:00","50504","43683"
"27.12.2019 07:00 - 27.12.2019 07:15","52383","44918"
"27.12.2019 07:15 - 27.12.2019 07:30","53157","45701"
"27.12.2019 07:30 - 27.12.2019 07:45","53952","46737"
"27.12.2019 07:45 - 27.12.2019 08:00","54788","47770"
"27.12.2019 08:00 - 27.12.2019 08:15","55618","48705"
"27.12.2019 08:15 - 27.12.2019 08:30","55476","49176"
"27.12.2019 08:30 - 27.12.2019 08:45","55673","49742"
"27.12.2019 08:45 - 27.12.2019 09:00","56331","50325"
"27.12.2019 09:00 - 27.12.2019 09:15","56604","51075"
"27.12.2019 09:15 - 27.12.2019 09:30","56961","51693"
"27.12.2019 09:30 - 27.12.2019 09:45","57513","52205"
"27.12.2019 09:45 - 27.12.2019 10:00","57647","52532"
"27.12.2019 10:00 - 27.12.2019 10:15","57768","52936"
"27.12.2019 10:15 - 27.12.2019 10:30","57864","53113"
"27.12.2019 10:30 - 27.12.2019 10:45","57963","53324"
"27.12.2019 10:45 - 27.12.2019 11:00","58101","53433"
"27.12.2019 11:00 - 27.12.2019 11:15","58367","53530"
"27.12.2019 11:15 - 27.12.2019 11:30","58705","53770"
"27.12.2019 11:30 - 27.12.2019 11:45","58719","54124"
"27.12.2019 11:45 - 27.12.2019 12:00","58774","54307"
"27.12.2019 12:00 - 27.12.2019 12:15","58520","54392"
"27.12.2019 12:15 - 27.12.2019 12:30","58367","54261"
"27.12.2019 12:30 - 27.12.2019 12:45","57967","54215"
"27.12.2019 12:45 - 27.12.2019 13:00","57848","54129"
"27.12.2019 13:00 - 27.12.2019 13:15","57646","54163"
"27.12.2019 13:15 - 27.12.2019 13:30","57205","53782"
"27.12.2019 13:30 - 27.12.2019 13:45","56878","53536"
"27.12.2019 13:45 - 27.12.2019 14:00","56431","53019"
"27.12.2019 14:00 - 27.12.2019 14:15","56044","53066"
"27.12.2019 14:15 - 27.12.2019 14:30","55862","52727"
"27.12.2019 14:30 - 27.12.2019 14:45","55725","52581"
"27.12.2019 14:45 - 27.12.2019 15:00","55448","52508"
"27.12.2019 15:00 - 27.12.2019 15:15","55640","52747"
"27.12.2019 15:15 - 27.12.2019 15:30","55325","52513"
"27.12.2019 15:30 - 27.12.2019 15:45","55478","52670"
"27.12.2019 15:45 - 27.12.2019 16:00","55376","52934"
"27.12.2019 16:00 - 27.12.2019 16:15","55804","53388"
"27.12.2019 16:15 - 27.12.2019 16:30","56117","54035"
"27.12.2019 16:30 - 27.12.2019 16:45","56897","55143"
"27.12.2019 16:45 - 27.12.2019 17:00","57671","56179"
"27.12.2019 17:00 - 27.12.2019 17:15","58381","57062"
"27.12.2019 17:15 - 27.12.2019 17:30","58320","57313"
"27.12.2019 17:30 - 27.12.2019 17:45","58276","57397"
"27.12.2019 17:45 - 27.12.2019 18:00","58217","57585"
"27.12.2019 18:00 - 27.12.2019 18:15","57990","57612"
"27.12.2019 18:15 - 27.12.2019 18:30","57724","57412"
"27.12.2019 18:30 - 27.12.2019 18:45","57289","57058"
"27.12.2019 18:45 - 27.12.2019 19:00","56929","56719"
"27.12.2019 19:00 - 27.12.2019 19:15","56629","56373"
"27.12.2019 19:15 - 27.12.2019 19:30","56055","55467"
"27.12.2019 19:30 - 27.12.2019 19:45","55683","55131"
"27.12.2019 19:45 - 27.12.2019 20:00","55359","54738"
"27.12.2019 20:00 - 27.12.2019 20:15","54533","53330"
"27.12.2019 20:15 - 27.12.2019 20:30","53540","52368"
"27.12.2019 20:30 - 27.12.2019 20:45","52791","51391"
"27.12.2019 20:45 - 27.12.2019 21:00","52119","50545"
"27.12.2019 21:00 - 27.12.2019 21:15","51597","50358"
"27.12.2019 21:15 - 27.12.2019 21:30","51281","50032"
"27.12.2019 21:30 - 27.12.2019 21:45","50821","49468"
"27.12.2019 21:45 - 27.12.2019 22:00","50563","49070"
"27.12.2019 22:00 - 27.12.2019 22:15","50358","49509"
"27.12.2019 22:15 - 27.12.2019 22:30","49620","48848"
"27.12.2019 22:30 - 27.12.2019 22:45","48892","48012"
"27.12.2019 22:45 - 27.12.2019 23:00","48179","47243"
"27.12.2019 23:00 - 27.12.2019 23:15","47177","46396"
"27.12.2019 23:15 - 27.12.2019 23:30","46349","45724"
"27.12.2019 23:30 - 27.12.2019 23:45","45504","44818"
"27.12.2019 23:45 - 28.12.2019 00:00","44821","44240"
"28.12.2019 00:00 - 28.12.2019 00:15","45038","43206"
"28.12.2019 00:15 - 28.12.2019 00:30","44611","42557"
"28.12.2019 00:30 - 28.12.2019 00:45","44086","41915"
"28.12.2019 00:45 - 28.12.2019 01:00","43590","41633"
"28.12.2019 01:00 - 28.12.2019 01:15","42881","41026"
"28.12.2019 01:15 - 28.12.2019 01:30","42376","40699"
"28.12.2019 01:30 - 28.12.2019 01:45","42065","40389"
"28.12.2019 01:45 - 28.12.2019 02:00","41721","40272"
"28.12.2019 02:00 - 28.12.2019 02:15","41350","40187"
"28.12.2019 02:15 - 28.12.2019 02:30","41280","40127"
"28.12.2019 02:30 - 28.12.2019 02:45","41074","40116"
"28.12.2019 02:45 - 28.12.2019 03:00","41077","39982"
"28.12.2019 03:00 - 28.12.2019 03:15","40867","40068"
"28.12.2019 03:15 - 28.12.2019 03:30","40883","40116"
"28.12.2019 03:30 - 28.12.2019 03:45","40925","40172"
"28.12.2019 03:45 - 28.12.2019 04:00","40948","40216"
"28.12.2019 04:00 - 28.12.2019 04:15","40997","40591"
"28.12.2019 04:15 - 28.12.2019 04:30","41061","40627"
"28.12.2019 04:30 - 28.12.2019 04:45","41009","40581"
"28.12.2019 04:45 - 28.12.2019 05:00","41013","40690"
"28.12.2019 05:00 - 28.12.2019 05:15","41176","40958"
"28.12.2019 05:15 - 28.12.2019 05:30","40990","41007"
"28.12.2019 05:30 - 28.12.2019 05:45","40827","40953"
"28.12.2019 05:45 - 28.12.2019 06:00","40881","41039"
"28.12.2019 06:00 - 28.12.2019 06:15","41059","41153"
"28.12.2019 06:15 - 28.12.2019 06:30","41147","41330"
"28.12.2019 06:30 - 28.12.2019 06:45","41630","41256"
"28.12.2019 06:45 - 28.12.2019 07:00","42245","41627"
"28.12.2019 07:00 - 28.12.2019 07:15","43450","42760"
"28.12.2019 07:15 - 28.12.2019 07:30","44001","43281"
"28.12.2019 07:30 - 28.12.2019 07:45","44804","43844"
"28.12.2019 07:45 - 28.12.2019 08:00","45763","44797"
"28.12.2019 08:00 - 28.12.2019 08:15","46563","45596"
"28.12.2019 08:15 - 28.12.2019 08:30","47174","46056"
"28.12.2019 08:30 - 28.12.2019 08:45","47762","46648"
"28.12.2019 08:45 - 28.12.2019 09:00","48885","47300"
"28.12.2019 09:00 - 28.12.2019 09:15","49717","48245"
"28.12.2019 09:15 - 28.12.2019 09:30","50436","48929"
"28.12.2019 09:30 - 28.12.2019 09:45","51062","49498"
"28.12.2019 09:45 - 28.12.2019 10:00","51367","49891"
"28.12.2019 10:00 - 28.12.2019 10:15","51762","50141"
"28.12.2019 10:15 - 28.12.2019 10:30","52000","50316"
"28.12.2019 10:30 - 28.12.2019 10:45","52107","50654"
"28.12.2019 10:45 - 28.12.2019 11:00","52177","50934"
"28.12.2019 11:00 - 28.12.2019 11:15","52243","51177"
"28.12.2019 11:15 - 28.12.2019 11:30","52445","51559"
"28.12.2019 11:30 - 28.12.2019 11:45","52516","51937"
"28.12.2019 11:45 - 28.12.2019 12:00","52562","52056"
"28.12.2019 12:00 - 28.12.2019 12:15","52110","52232"
"28.12.2019 12:15 - 28.12.2019 12:30","52038","52127"
"28.12.2019 12:30 - 28.12.2019 12:45","51681","51975"
"28.12.2019 12:45 - 28.12.2019 13:00","51488","51608"
"28.12.2019 13:00 - 28.12.2019 13:15","50969","51524"
"28.12.2019 13:15 - 28.12.2019 13:30","50728","51120"
"28.12.2019 13:30 - 28.12.2019 13:45","50503","50732"
"28.12.2019 13:45 - 28.12.2019 14:00","50092","50562"
"28.12.2019 14:00 - 28.12.2019 14:15","49899","50465"
"28.12.2019 14:15 - 28.12.2019 14:30","49687","50070"
"28.12.2019 14:30 - 28.12.2019 14:45","49589","49980"
"28.12.2019 14:45 - 28.12.2019 15:00","49407","50036"
"28.12.2019 15:00 - 28.12.2019 15:15","49586","50353"
"28.12.2019 15:15 - 28.12.2019 15:30","49351","50240"
"28.12.2019 15:30 - 28.12.2019 15:45","49535","50406"
"28.12.2019 15:45 - 28.12.2019 16:00","49832","50697"
"28.12.2019 16:00 - 28.12.2019 16:15","50399","51238"
"28.12.2019 16:15 - 28.12.2019 16:30","50692","51955"
"28.12.2019 16:30 - 28.12.2019 16:45","51870","52968"
"28.12.2019 16:45 - 28.12.2019 17:00","52790","54070"
"28.12.2019 17:00 - 28.12.2019 17:15","53771","55341"
"28.12.2019 17:15 - 28.12.2019 17:30","54020","55718"
"28.12.2019 17:30 - 28.12.2019 17:45","54338","56037"
"28.12.2019 17:45 - 28.12.2019 18:00","54397","56162"
"28.12.2019 18:00 - 28.12.2019 18:15","54521","56253"
"28.12.2019 18:15 - 28.12.2019 18:30","54215","56007"
"28.12.2019 18:30 - 28.12.2019 18:45","53878","55924"
"28.12.2019 18:45 - 28.12.2019 19:00","53561","55540"
"28.12.2019 19:00 - 28.12.2019 19:15","53326","55266"
"28.12.2019 19:15 - 28.12.2019 19:30","52531","54490"
"28.12.2019 19:30 - 28.12.2019 19:45","52136","54108"
"28.12.2019 19:45 - 28.12.2019 20:00","51486","53502"
"28.12.2019 20:00 - 28.12.2019 20:15","50527","52706"
"28.12.2019 20:15 - 28.12.2019 20:30","49502","51755"
"28.12.2019 20:30 - 28.12.2019 20:45","48777","50937"
"28.12.2019 20:45 - 28.12.2019 21:00","48015","50365"
"28.12.2019 21:00 - 28.12.2019 21:15","47563","50117"
"28.12.2019 21:15 - 28.12.2019 21:30","47220","49788"
"28.12.2019 21:30 - 28.12.2019 21:45","46887","49352"
"28.12.2019 21:45 - 28.12.2019 22:00","46829","49057"
"28.12.2019 22:00 - 28.12.2019 22:15","47105","49556"
"28.12.2019 22:15 - 28.12.2019 22:30","46711","49189"
"28.12.2019 22:30 - 28.12.2019 22:45","45950","48565"
"28.12.2019 22:45 - 28.12.2019 23:00","45449","47738"
"28.12.2019 23:00 - 28.12.2019 23:15","44683","46881"
"28.12.2019 23:15 - 28.12.2019 23:30","43959","46196"
"28.12.2019 23:30 - 28.12.2019 23:45","43224","45495"
"28.12.2019 23:45 - 29.12.2019 00:00","42810","44758"
"29.12.2019 00:00 - 29.12.2019 00:15","41924","43808"
"29.12.2019 00:15 - 29.12.2019 00:30","41580","43198"
"29.12.2019 00:30 - 29.12.2019 00:45","41050","42731"
"29.12.2019 00:45 - 29.12.2019 01:00","40620","42182"
"29.12.2019 01:00 - 29.12.2019 01:15","40038","41574"
"29.12.2019 01:15 - 29.12.2019 01:30","39466","41146"
"29.12.2019 01:30 - 29.12.2019 01:45","39213","41105"
"29.12.2019 01:45 - 29.12.2019 02:00","38812","40988"
"29.12.2019 02:00 - 29.12.2019 02:15","38472","40499"
"29.12.2019 02:15 - 29.12.2019 02:30","38712","40581"
"29.12.2019 02:30 - 29.12.2019 02:45","38513","40504"
"29.12.2019 02:45 - 29.12.2019 03:00","38259","40313"
"29.12.2019 03:00 - 29.12.2019 03:15","38307","40313"
"29.12.2019 03:15 - 29.12.2019 03:30","38325","40217"
"29.12.2019 03:30 - 29.12.2019 03:45","38253","40189"
"29.12.2019 03:45 - 29.12.2019 04:00","38173","39955"
"29.12.2019 04:00 - 29.12.2019 04:15","38287","40011"
"29.12.2019 04:15 - 29.12.2019 04:30","38301","40085"
"29.12.2019 04:30 - 29.12.2019 04:45","38188","40304"
"29.12.2019 04:45 - 29.12.2019 05:00","38249","40227"
"29.12.2019 05:00 - 29.12.2019 05:15","38340","40236"
"29.12.2019 05:15 - 29.12.2019 05:30","38256","40261"
"29.12.2019 05:30 - 29.12.2019 05:45","38174","40100"
"29.12.2019 05:45 - 29.12.2019 06:00","37965","39920"
"29.12.2019 06:00 - 29.12.2019 06:15","37403","39406"
"29.12.2019 06:15 - 29.12.2019 06:30","37305","39295"
"29.12.2019 06:30 - 29.12.2019 06:45","37628","39531"
"29.12.2019 06:45 - 29.12.2019 07:00","37880","39717"
"29.12.2019 07:00 - 29.12.2019 07:15","38677","40259"
"29.12.2019 07:15 - 29.12.2019 07:30","39032","40498"
"29.12.2019 07:30 - 29.12.2019 07:45","39548","40803"
