"Time (CET)","Day-ahead Total Load Forecast [MW] - Cyprus (CY)","Actual Total Load [MW] - Cyprus (CY)"
"13.04.2019 10:30 - 13.04.2019 11:00","N/A","365"
"13.04.2019 11:00 - 13.04.2019 11:30","N/A","373"
"13.04.2019 11:30 - 13.04.2019 12:00","N/A","376"
"13.04.2019 12:00 - 13.04.2019 12:30","N/A","385"
"13.04.2019 12:30 - 13.04.2019 13:00","N/A","386"
"13.04.2019 13:00 - 13.04.2019 13:30","N/A","369"
"13.04.2019 13:30 - 13.04.2019 14:00","N/A","358"
"13.04.2019 14:00 - 13.04.2019 14:30","N/A","365"
"13.04.2019 14:30 - 13.04.2019 15:00","N/A","374"
"13.04.2019 15:00 - 13.04.2019 15:30","N/A","372"
"13.04.2019 15:30 - 13.04.2019 16:00","N/A","384"
"13.04.2019 16:00 - 13.04.2019 16:30","N/A","379"
"13.04.2019 16:30 - 13.04.2019 17:00","N/A","388"
"13.04.2019 17:00 - 13.04.2019 17:30","N/A","398"
"13.04.2019 17:30 - 13.04.2019 18:00","N/A","411"
"13.04.2019 18:00 - 13.04.2019 18:30","N/A","431"
"13.04.2019 18:30 - 13.04.2019 19:00","N/A","457"
"13.04.2019 19:00 - 13.04.2019 19:30","N/A","487"
"13.04.2019 19:30 - 13.04.2019 20:00","N/A","483"
"13.04.2019 20:00 - 13.04.2019 20:30","N/A","468"
"13.04.2019 20:30 - 13.04.2019 21:00","N/A","454"
"13.04.2019 21:00 - 13.04.2019 21:30","N/A","437"
"13.04.2019 21:30 - 13.04.2019 22:00","N/A","416"
"13.04.2019 22:00 - 13.04.2019 22:30","N/A","400"
"13.04.2019 22:30 - 13.04.2019 23:00","N/A","380"
"13.04.2019 23:00 - 13.04.2019 23:30","N/A","359"
"13.04.2019 23:30 - 14.04.2019 00:00","N/A","338"
"14.04.2019 00:00 - 14.04.2019 00:30","N/A","320"
"14.04.2019 00:30 - 14.04.2019 01:00","N/A","307"
"14.04.2019 01:00 - 14.04.2019 01:30","N/A","298"
"14.04.2019 01:30 - 14.04.2019 02:00","N/A","291"
"14.04.2019 02:00 - 14.04.2019 02:30","N/A","285"
"14.04.2019 02:30 - 14.04.2019 03:00","N/A","282"
"14.04.2019 03:00 - 14.04.2019 03:30","N/A","281"
"14.04.2019 03:30 - 14.04.2019 04:00","N/A","281"
"14.04.2019 04:00 - 14.04.2019 04:30","N/A","284"
"14.04.2019 04:30 - 14.04.2019 05:00","N/A","290"
"14.04.2019 05:00 - 14.04.2019 05:30","N/A","280"
"14.04.2019 05:30 - 14.04.2019 06:00","N/A","293"
"14.04.2019 06:00 - 14.04.2019 06:30","N/A","304"
"14.04.2019 06:30 - 14.04.2019 07:00","N/A","314"
"14.04.2019 07:00 - 14.04.2019 07:30","N/A","325"
"14.04.2019 07:30 - 14.04.2019 08:00","N/A","326"
"14.04.2019 08:00 - 14.04.2019 08:30","N/A","325"
"14.04.2019 08:30 - 14.04.2019 09:00","N/A","332"
"14.04.2019 09:00 - 14.04.2019 09:30","N/A","333"
"14.04.2019 09:30 - 14.04.2019 10:00","N/A","335"
"14.04.2019 10:00 - 14.04.2019 10:30","N/A","337"
"14.04.2019 10:30 - 14.04.2019 11:00","N/A","336"
"14.04.2019 11:00 - 14.04.2019 11:30","N/A","339"
"14.04.2019 11:30 - 14.04.2019 12:00","N/A","339"
"14.04.2019 12:00 - 14.04.2019 12:30","N/A","335"
"14.04.2019 12:30 - 14.04.2019 13:00","N/A","325"
"14.04.2019 13:00 - 14.04.2019 13:30","N/A","314"
"14.04.2019 13:30 - 14.04.2019 14:00","N/A","307"
"14.04.2019 14:00 - 14.04.2019 14:30","N/A","306"
"14.04.2019 14:30 - 14.04.2019 15:00","N/A","310"
"14.04.2019 15:00 - 14.04.2019 15:30","N/A","314"
"14.04.2019 15:30 - 14.04.2019 16:00","N/A","321"
"14.04.2019 16:00 - 14.04.2019 16:30","N/A","333"
"14.04.2019 16:30 - 14.04.2019 17:00","N/A","348"
"14.04.2019 17:00 - 14.04.2019 17:30","N/A","365"
"14.04.2019 17:30 - 14.04.2019 18:00","N/A","381"
"14.04.2019 18:00 - 14.04.2019 18:30","N/A","402"
"14.04.2019 18:30 - 14.04.2019 19:00","N/A","431"
"14.04.2019 19:00 - 14.04.2019 19:30","N/A","475"
"14.04.2019 19:30 - 14.04.2019 20:00","N/A","474"
"14.04.2019 20:00 - 14.04.2019 20:30","N/A","467"
"14.04.2019 20:30 - 14.04.2019 21:00","N/A","447"
"14.04.2019 21:00 - 14.04.2019 21:30","N/A","426"
"14.04.2019 21:30 - 14.04.2019 22:00","N/A","403"
"14.04.2019 22:00 - 14.04.2019 22:30","N/A","379"
"14.04.2019 22:30 - 14.04.2019 23:00","N/A","358"
"14.04.2019 23:00 - 14.04.2019 23:30","N/A","333"
"14.04.2019 23:30 - 15.04.2019 00:00","N/A","314"
"15.04.2019 00:00 - 15.04.2019 00:30","N/A","300"
"15.04.2019 00:30 - 15.04.2019 01:00","N/A","288"
"15.04.2019 01:00 - 15.04.2019 01:30","N/A","284"
"15.04.2019 01:30 - 15.04.2019 02:00","N/A","277"
"15.04.2019 02:00 - 15.04.2019 02:30","N/A","275"
"15.04.2019 02:30 - 15.04.2019 03:00","N/A","273"
"15.04.2019 03:00 - 15.04.2019 03:30","N/A","275"
"15.04.2019 03:30 - 15.04.2019 04:00","N/A","278"
"15.04.2019 04:00 - 15.04.2019 04:30","N/A","287"
"15.04.2019 04:30 - 15.04.2019 05:00","N/A","302"
"15.04.2019 05:00 - 15.04.2019 05:30","N/A","314"
"15.04.2019 05:30 - 15.04.2019 06:00","N/A","352"
"15.04.2019 06:00 - 15.04.2019 06:30","N/A","387"
"15.04.2019 06:30 - 15.04.2019 07:00","N/A","415"
"15.04.2019 07:00 - 15.04.2019 07:30","N/A","439"
"15.04.2019 07:30 - 15.04.2019 08:00","N/A","464"
"15.04.2019 08:00 - 15.04.2019 08:30","N/A","476"
"15.04.2019 08:30 - 15.04.2019 09:00","N/A","487"
"15.04.2019 09:00 - 15.04.2019 09:30","N/A","490"
"15.04.2019 09:30 - 15.04.2019 10:00","N/A","489"
"15.04.2019 10:00 - 15.04.2019 10:30","N/A","492"
"15.04.2019 10:30 - 15.04.2019 11:00","N/A","495"
"15.04.2019 11:00 - 15.04.2019 11:30","N/A","494"
"15.04.2019 11:30 - 15.04.2019 12:00","N/A","496"
"15.04.2019 12:00 - 15.04.2019 12:30","N/A","493"
"15.04.2019 12:30 - 15.04.2019 13:00","N/A","485"
"15.04.2019 13:00 - 15.04.2019 13:30","N/A","482"
"15.04.2019 13:30 - 15.04.2019 14:00","N/A","N/A"
"15.04.2019 14:00 - 15.04.2019 14:30","N/A","480"
"15.04.2019 14:30 - 15.04.2019 15:00","N/A","485"
"15.04.2019 15:00 - 15.04.2019 15:30","N/A","473"
"15.04.2019 15:30 - 15.04.2019 16:00","N/A","473"
"15.04.2019 16:00 - 15.04.2019 16:30","N/A","476"
"15.04.2019 16:30 - 15.04.2019 17:00","N/A","489"
"15.04.2019 17:00 - 15.04.2019 17:30","N/A","502"
"15.04.2019 17:30 - 15.04.2019 18:00","N/A","518"
"15.04.2019 18:00 - 15.04.2019 18:30","N/A","536"
"15.04.2019 18:30 - 15.04.2019 19:00","N/A","565"
"15.04.2019 19:00 - 15.04.2019 19:30","N/A","593"
"15.04.2019 19:30 - 15.04.2019 20:00","N/A","582"
"15.04.2019 20:00 - 15.04.2019 20:30","N/A","557"
"15.04.2019 20:30 - 15.04.2019 21:00","N/A","525"
"15.04.2019 21:00 - 15.04.2019 21:30","N/A","494"
"15.04.2019 21:30 - 15.04.2019 22:00","N/A","459"
"15.04.2019 22:00 - 15.04.2019 22:30","N/A","426"
"15.04.2019 22:30 - 15.04.2019 23:00","N/A","397"
"15.04.2019 23:00 - 15.04.2019 23:30","N/A","365"
"15.04.2019 23:30 - 16.04.2019 00:00","N/A","341"
"16.04.2019 00:00 - 16.04.2019 00:30","N/A","324"
"16.04.2019 00:30 - 16.04.2019 01:00","N/A","312"
"16.04.2019 01:00 - 16.04.2019 01:30","N/A","306"
"16.04.2019 01:30 - 16.04.2019 02:00","N/A","301"
"16.04.2019 02:00 - 16.04.2019 02:30","N/A","296"
"16.04.2019 02:30 - 16.04.2019 03:00","N/A","295"
"16.04.2019 03:00 - 16.04.2019 03:30","N/A","297"
"16.04.2019 03:30 - 16.04.2019 04:00","N/A","298"
"16.04.2019 04:00 - 16.04.2019 04:30","N/A","307"
"16.04.2019 04:30 - 16.04.2019 05:00","N/A","327"
"16.04.2019 05:00 - 16.04.2019 05:30","N/A","342"
"16.04.2019 05:30 - 16.04.2019 06:00","N/A","386"
"16.04.2019 06:00 - 16.04.2019 06:30","N/A","421"
"16.04.2019 06:30 - 16.04.2019 07:00","N/A","444"
"16.04.2019 07:00 - 16.04.2019 07:30","N/A","471"
"16.04.2019 07:30 - 16.04.2019 08:00","N/A","496"
"16.04.2019 08:00 - 16.04.2019 08:30","N/A","509"
"16.04.2019 08:30 - 16.04.2019 09:00","N/A","N/A"
"16.04.2019 09:00 - 16.04.2019 09:30","N/A","349"
"16.04.2019 09:30 - 16.04.2019 10:00","N/A","494"
"16.04.2019 10:00 - 16.04.2019 10:30","N/A","478"
"16.04.2019 10:30 - 16.04.2019 11:00","N/A","478"
"16.04.2019 11:00 - 16.04.2019 11:30","N/A","481"
"16.04.2019 11:30 - 16.04.2019 12:00","N/A","459"
"16.04.2019 12:00 - 16.04.2019 12:30","N/A","439"
"16.04.2019 12:30 - 16.04.2019 13:00","N/A","432"
"16.04.2019 13:00 - 16.04.2019 13:30","N/A","438"
"16.04.2019 13:30 - 16.04.2019 14:00","N/A","438"
"16.04.2019 14:00 - 16.04.2019 14:30","N/A","449"
"16.04.2019 14:30 - 16.04.2019 15:00","N/A","458"
"16.04.2019 15:00 - 16.04.2019 15:30","N/A","460"
"16.04.2019 15:30 - 16.04.2019 16:00","N/A","471"
"16.04.2019 16:00 - 16.04.2019 16:30","N/A","477"
"16.04.2019 16:30 - 16.04.2019 17:00","N/A","486"
"16.04.2019 17:00 - 16.04.2019 17:30","N/A","500"
"16.04.2019 17:30 - 16.04.2019 18:00","N/A","511"
"16.04.2019 18:00 - 16.04.2019 18:30","N/A","531"
"16.04.2019 18:30 - 16.04.2019 19:00","N/A","563"
"16.04.2019 19:00 - 16.04.2019 19:30","N/A","594"
"16.04.2019 19:30 - 16.04.2019 20:00","N/A","581"
"16.04.2019 20:00 - 16.04.2019 20:30","N/A","562"
"16.04.2019 20:30 - 16.04.2019 21:00","N/A","529"
"16.04.2019 21:00 - 16.04.2019 21:30","N/A","501"
"16.04.2019 21:30 - 16.04.2019 22:00","N/A","468"
"16.04.2019 22:00 - 16.04.2019 22:30","N/A","437"
"16.04.2019 22:30 - 16.04.2019 23:00","N/A","409"
"16.04.2019 23:00 - 16.04.2019 23:30","N/A","379"
"16.04.2019 23:30 - 17.04.2019 00:00","N/A","351"
"17.04.2019 00:00 - 17.04.2019 00:30","N/A","334"
"17.04.2019 00:30 - 17.04.2019 01:00","N/A","319"
"17.04.2019 01:00 - 17.04.2019 01:30","N/A","310"
"17.04.2019 01:30 - 17.04.2019 02:00","N/A","306"
"17.04.2019 02:00 - 17.04.2019 02:30","N/A","301"
"17.04.2019 02:30 - 17.04.2019 03:00","N/A","300"
"17.04.2019 03:00 - 17.04.2019 03:30","N/A","299"
"17.04.2019 03:30 - 17.04.2019 04:00","N/A","301"
"17.04.2019 04:00 - 17.04.2019 04:30","N/A","309"
"17.04.2019 04:30 - 17.04.2019 05:00","N/A","329"
"17.04.2019 05:00 - 17.04.2019 05:30","N/A","345"
"17.04.2019 05:30 - 17.04.2019 06:00","N/A","389"
"17.04.2019 06:00 - 17.04.2019 06:30","N/A","419"
"17.04.2019 06:30 - 17.04.2019 07:00","N/A","434"
"17.04.2019 07:00 - 17.04.2019 07:30","N/A","442"
"17.04.2019 07:30 - 17.04.2019 08:00","N/A","450"
"17.04.2019 08:00 - 17.04.2019 08:30","N/A","443"
"17.04.2019 08:30 - 17.04.2019 09:00","N/A","439"
"17.04.2019 09:00 - 17.04.2019 09:30","N/A","431"
"17.04.2019 09:30 - 17.04.2019 10:00","N/A","427"
"17.04.2019 10:00 - 17.04.2019 10:30","N/A","421"
"17.04.2019 10:30 - 17.04.2019 11:00","N/A","419"
"17.04.2019 11:00 - 17.04.2019 11:30","N/A","417"
"17.04.2019 11:30 - 17.04.2019 12:00","N/A","421"
"17.04.2019 12:00 - 17.04.2019 12:30","N/A","426"
"17.04.2019 12:30 - 17.04.2019 13:00","N/A","423"
"17.04.2019 13:00 - 17.04.2019 13:30","N/A","411"
"17.04.2019 13:30 - 17.04.2019 14:00","N/A","408"
"17.04.2019 14:00 - 17.04.2019 14:30","N/A","406"
"17.04.2019 14:30 - 17.04.2019 15:00","N/A","407"
"17.04.2019 15:00 - 17.04.2019 15:30","N/A","408"
"17.04.2019 15:30 - 17.04.2019 16:00","N/A","413"
"17.04.2019 16:00 - 17.04.2019 16:30","N/A","423"
"17.04.2019 16:30 - 17.04.2019 17:00","N/A","433"
"17.04.2019 17:00 - 17.04.2019 17:30","N/A","444"
"17.04.2019 17:30 - 17.04.2019 18:00","N/A","460"
"17.04.2019 18:00 - 17.04.2019 18:30","N/A","479"
"17.04.2019 18:30 - 17.04.2019 19:00","N/A","516"
"17.04.2019 19:00 - 17.04.2019 19:30","N/A","553"
"17.04.2019 19:30 - 17.04.2019 20:00","N/A","548"
"17.04.2019 20:00 - 17.04.2019 20:30","N/A","532"
"17.04.2019 20:30 - 17.04.2019 21:00","N/A","509"
"17.04.2019 21:00 - 17.04.2019 21:30","N/A","484"
"17.04.2019 21:30 - 17.04.2019 22:00","N/A","457"
"17.04.2019 22:00 - 17.04.2019 22:30","N/A","427"
"17.04.2019 22:30 - 17.04.2019 23:00","N/A","402"
"17.04.2019 23:00 - 17.04.2019 23:30","N/A","377"
"17.04.2019 23:30 - 18.04.2019 00:00","N/A","350"
"18.04.2019 00:00 - 18.04.2019 00:30","N/A","333"
"18.04.2019 00:30 - 18.04.2019 01:00","N/A","322"
"18.04.2019 01:00 - 18.04.2019 01:30","N/A","312"
"18.04.2019 01:30 - 18.04.2019 02:00","N/A","307"
"18.04.2019 02:00 - 18.04.2019 02:30","N/A","304"
"18.04.2019 02:30 - 18.04.2019 03:00","N/A","301"
"18.04.2019 03:00 - 18.04.2019 03:30","N/A","301"
"18.04.2019 03:30 - 18.04.2019 04:00","N/A","305"
"18.04.2019 04:00 - 18.04.2019 04:30","N/A","313"
"18.04.2019 04:30 - 18.04.2019 05:00","N/A","330"
"18.04.2019 05:00 - 18.04.2019 05:30","N/A","344"
"18.04.2019 05:30 - 18.04.2019 06:00","N/A","386"
"18.04.2019 06:00 - 18.04.2019 06:30","N/A","414"
"18.04.2019 06:30 - 18.04.2019 07:00","N/A","431"
"18.04.2019 07:00 - 18.04.2019 07:30","N/A","438"
"18.04.2019 07:30 - 18.04.2019 08:00","N/A","442"
"18.04.2019 08:00 - 18.04.2019 08:30","N/A","440"
"18.04.2019 08:30 - 18.04.2019 09:00","N/A","439"
"18.04.2019 09:00 - 18.04.2019 09:30","N/A","432"
"18.04.2019 09:30 - 18.04.2019 10:00","N/A","427"
"18.04.2019 10:00 - 18.04.2019 10:30","N/A","425"
"18.04.2019 10:30 - 18.04.2019 11:00","N/A","426"
"18.04.2019 11:00 - 18.04.2019 11:30","N/A","423"
"18.04.2019 11:30 - 18.04.2019 12:00","N/A","421"
"18.04.2019 12:00 - 18.04.2019 12:30","N/A","423"
"18.04.2019 12:30 - 18.04.2019 13:00","N/A","419"
"18.04.2019 13:00 - 18.04.2019 13:30","N/A","420"
"18.04.2019 13:30 - 18.04.2019 14:00","N/A","419"
"18.04.2019 14:00 - 18.04.2019 14:30","N/A","414"
"18.04.2019 14:30 - 18.04.2019 15:00","N/A","413"
"18.04.2019 15:00 - 18.04.2019 15:30","N/A","421"
"18.04.2019 15:30 - 18.04.2019 16:00","N/A","426"
"18.04.2019 16:00 - 18.04.2019 16:30","N/A","439"
"18.04.2019 16:30 - 18.04.2019 17:00","N/A","456"
"18.04.2019 17:00 - 18.04.2019 17:30","N/A","473"
"18.04.2019 17:30 - 18.04.2019 18:00","N/A","492"
"18.04.2019 18:00 - 18.04.2019 18:30","N/A","509"
"18.04.2019 18:30 - 18.04.2019 19:00","N/A","530"
"18.04.2019 19:00 - 18.04.2019 19:30","N/A","560"
"18.04.2019 19:30 - 18.04.2019 20:00","N/A","549"
"18.04.2019 20:00 - 18.04.2019 20:30","N/A","533"
"18.04.2019 20:30 - 18.04.2019 21:00","N/A","511"
"18.04.2019 21:00 - 18.04.2019 21:30","N/A","482"
"18.04.2019 21:30 - 18.04.2019 22:00","N/A","456"
"18.04.2019 22:00 - 18.04.2019 22:30","N/A","429"
"18.04.2019 22:30 - 18.04.2019 23:00","N/A","402"
"18.04.2019 23:00 - 18.04.2019 23:30","N/A","375"
"18.04.2019 23:30 - 19.04.2019 00:00","N/A","351"
"19.04.2019 00:00 - 19.04.2019 00:30","N/A","330"
"19.04.2019 00:30 - 19.04.2019 01:00","N/A","318"
"19.04.2019 01:00 - 19.04.2019 01:30","N/A","312"
"19.04.2019 01:30 - 19.04.2019 02:00","N/A","305"
"19.04.2019 02:00 - 19.04.2019 02:30","N/A","303"
"19.04.2019 02:30 - 19.04.2019 03:00","N/A","301"
"19.04.2019 03:00 - 19.04.2019 03:30","N/A","300"
"19.04.2019 03:30 - 19.04.2019 04:00","N/A","304"
"19.04.2019 04:00 - 19.04.2019 04:30","N/A","312"
"19.04.2019 04:30 - 19.04.2019 05:00","N/A","330"
"19.04.2019 05:00 - 19.04.2019 05:30","N/A","342"
"19.04.2019 05:30 - 19.04.2019 06:00","N/A","385"
"19.04.2019 06:00 - 19.04.2019 06:30","N/A","412"
"19.04.2019 06:30 - 19.04.2019 07:00","N/A","431"
"19.04.2019 07:00 - 19.04.2019 07:30","N/A","442"
"19.04.2019 07:30 - 19.04.2019 08:00","N/A","444"
"19.04.2019 08:00 - 19.04.2019 08:30","N/A","443"
"19.04.2019 08:30 - 19.04.2019 09:00","N/A","438"
"19.04.2019 09:00 - 19.04.2019 09:30","N/A","440"
"19.04.2019 09:30 - 19.04.2019 10:00","N/A","452"
"19.04.2019 10:00 - 19.04.2019 10:30","N/A","470"
"19.04.2019 10:30 - 19.04.2019 11:00","N/A","486"
"19.04.2019 11:00 - 19.04.2019 11:30","N/A","490"
"19.04.2019 11:30 - 19.04.2019 12:00","N/A","481"
"19.04.2019 12:00 - 19.04.2019 12:30","N/A","464"
"19.04.2019 12:30 - 19.04.2019 13:00","N/A","463"
"19.04.2019 13:00 - 19.04.2019 13:30","N/A","468"
"19.04.2019 13:30 - 19.04.2019 14:00","N/A","460"
"19.04.2019 14:00 - 19.04.2019 14:30","N/A","450"
"19.04.2019 14:30 - 19.04.2019 15:00","N/A","441"
"19.04.2019 15:00 - 19.04.2019 15:30","N/A","427"
"19.04.2019 15:30 - 19.04.2019 16:00","N/A","424"
"19.04.2019 16:00 - 19.04.2019 16:30","N/A","429"
"19.04.2019 16:30 - 19.04.2019 17:00","N/A","436"
"19.04.2019 17:00 - 19.04.2019 17:30","N/A","451"
"19.04.2019 17:30 - 19.04.2019 18:00","N/A","468"
"19.04.2019 18:00 - 19.04.2019 18:30","N/A","485"
"19.04.2019 18:30 - 19.04.2019 19:00","N/A","520"
"19.04.2019 19:00 - 19.04.2019 19:30","N/A","564"
"19.04.2019 19:30 - 19.04.2019 20:00","N/A","560"
"19.04.2019 20:00 - 19.04.2019 20:30","N/A","543"
"19.04.2019 20:30 - 19.04.2019 21:00","N/A","520"
"19.04.2019 21:00 - 19.04.2019 21:30","N/A","498"
"19.04.2019 21:30 - 19.04.2019 22:00","N/A","474"
"19.04.2019 22:00 - 19.04.2019 22:30","N/A","444"
"19.04.2019 22:30 - 19.04.2019 23:00","N/A","419"
"19.04.2019 23:00 - 19.04.2019 23:30","N/A","392"
"19.04.2019 23:30 - 20.04.2019 00:00","N/A","363"
"20.04.2019 00:00 - 20.04.2019 00:30","N/A","344"
"20.04.2019 00:30 - 20.04.2019 01:00","N/A","330"
"20.04.2019 01:00 - 20.04.2019 01:30","N/A","320"
"20.04.2019 01:30 - 20.04.2019 02:00","N/A","312"
"20.04.2019 02:00 - 20.04.2019 02:30","N/A","307"
"20.04.2019 02:30 - 20.04.2019 03:00","N/A","304"
"20.04.2019 03:00 - 20.04.2019 03:30","N/A","303"
"20.04.2019 03:30 - 20.04.2019 04:00","N/A","304"
"20.04.2019 04:00 - 20.04.2019 04:30","N/A","309"
"20.04.2019 04:30 - 20.04.2019 05:00","N/A","319"
"20.04.2019 05:00 - 20.04.2019 05:30","N/A","315"
"20.04.2019 05:30 - 20.04.2019 06:00","N/A","332"
"20.04.2019 06:00 - 20.04.2019 06:30","N/A","350"
"20.04.2019 06:30 - 20.04.2019 07:00","N/A","369"
"20.04.2019 07:00 - 20.04.2019 07:30","N/A","383"
"20.04.2019 07:30 - 20.04.2019 08:00","N/A","394"
"20.04.2019 08:00 - 20.04.2019 08:30","N/A","399"
"20.04.2019 08:30 - 20.04.2019 09:00","N/A","405"
"20.04.2019 09:00 - 20.04.2019 09:30","N/A","400"
"20.04.2019 09:30 - 20.04.2019 10:00","N/A","406"
"20.04.2019 10:00 - 20.04.2019 10:30","N/A","405"
"20.04.2019 10:30 - 20.04.2019 11:00","N/A","407"
"20.04.2019 11:00 - 20.04.2019 11:30","N/A","439"
"20.04.2019 11:30 - 20.04.2019 12:00","N/A","454"
"20.04.2019 12:00 - 20.04.2019 12:30","N/A","460"
"20.04.2019 12:30 - 20.04.2019 13:00","N/A","439"
"20.04.2019 13:00 - 20.04.2019 13:30","N/A","424"
"20.04.2019 13:30 - 20.04.2019 14:00","N/A","401"
"20.04.2019 14:00 - 20.04.2019 14:30","N/A","394"
"20.04.2019 14:30 - 20.04.2019 15:00","N/A","400"
"20.04.2019 15:00 - 20.04.2019 15:30","N/A","404"
"20.04.2019 15:30 - 20.04.2019 16:00","N/A","409"
"20.04.2019 16:00 - 20.04.2019 16:30","N/A","416"
"20.04.2019 16:30 - 20.04.2019 17:00","N/A","427"
"20.04.2019 17:00 - 20.04.2019 17:30","N/A","438"
"20.04.2019 17:30 - 20.04.2019 18:00","N/A","456"
"20.04.2019 18:00 - 20.04.2019 18:30","N/A","478"
"20.04.2019 18:30 - 20.04.2019 19:00","N/A","506"
"20.04.2019 19:00 - 20.04.2019 19:30","N/A","546"
"20.04.2019 19:30 - 20.04.2019 20:00","N/A","539"
"20.04.2019 20:00 - 20.04.2019 20:30","N/A","526"
"20.04.2019 20:30 - 20.04.2019 21:00","N/A","509"
"20.04.2019 21:00 - 20.04.2019 21:30","N/A","489"
"20.04.2019 21:30 - 20.04.2019 22:00","N/A","466"
"20.04.2019 22:00 - 20.04.2019 22:30","N/A","445"
"20.04.2019 22:30 - 20.04.2019 23:00","N/A","417"
"20.04.2019 23:00 - 20.04.2019 23:30","N/A","392"
"20.04.2019 23:30 - 21.04.2019 00:00","N/A","368"
"21.04.2019 00:00 - 21.04.2019 00:30","N/A","349"
"21.04.2019 00:30 - 21.04.2019 01:00","N/A","330"
"21.04.2019 01:00 - 21.04.2019 01:30","N/A","321"
"21.04.2019 01:30 - 21.04.2019 02:00","N/A","310"
"21.04.2019 02:00 - 21.04.2019 02:30","N/A","304"
"21.04.2019 02:30 - 21.04.2019 03:00","N/A","303"
"21.04.2019 03:00 - 21.04.2019 03:30","N/A","299"
"21.04.2019 03:30 - 21.04.2019 04:00","N/A","301"
"21.04.2019 04:00 - 21.04.2019 04:30","N/A","303"
"21.04.2019 04:30 - 21.04.2019 05:00","N/A","308"
"21.04.2019 05:00 - 21.04.2019 05:30","N/A","305"
"21.04.2019 05:30 - 21.04.2019 06:00","N/A","316"
"21.04.2019 06:00 - 21.04.2019 06:30","N/A","325"
"21.04.2019 06:30 - 21.04.2019 07:00","N/A","333"
"21.04.2019 07:00 - 21.04.2019 07:30","N/A","340"
"21.04.2019 07:30 - 21.04.2019 08:00","N/A","340"
"21.04.2019 08:00 - 21.04.2019 08:30","N/A","341"
"21.04.2019 08:30 - 21.04.2019 09:00","N/A","350"
"21.04.2019 09:00 - 21.04.2019 09:30","N/A","358"
"21.04.2019 09:30 - 21.04.2019 10:00","N/A","357"
"21.04.2019 10:00 - 21.04.2019 10:30","N/A","362"
"21.04.2019 10:30 - 21.04.2019 11:00","N/A","367"
"21.04.2019 11:00 - 21.04.2019 11:30","N/A","362"
"21.04.2019 11:30 - 21.04.2019 12:00","N/A","361"
"21.04.2019 12:00 - 21.04.2019 12:30","N/A","359"
"21.04.2019 12:30 - 21.04.2019 13:00","N/A","343"
"21.04.2019 13:00 - 21.04.2019 13:30","N/A","331"
"21.04.2019 13:30 - 21.04.2019 14:00","N/A","328"
"21.04.2019 14:00 - 21.04.2019 14:30","N/A","324"
"21.04.2019 14:30 - 21.04.2019 15:00","N/A","320"
"21.04.2019 15:00 - 21.04.2019 15:30","N/A","326"
"21.04.2019 15:30 - 21.04.2019 16:00","N/A","335"
"21.04.2019 16:00 - 21.04.2019 16:30","N/A","347"
"21.04.2019 16:30 - 21.04.2019 17:00","N/A","363"
"21.04.2019 17:00 - 21.04.2019 17:30","N/A","383"
"21.04.2019 17:30 - 21.04.2019 18:00","N/A","404"
"21.04.2019 18:00 - 21.04.2019 18:30","N/A","424"
"21.04.2019 18:30 - 21.04.2019 19:00","N/A","457"
"21.04.2019 19:00 - 21.04.2019 19:30","N/A","507"
"21.04.2019 19:30 - 21.04.2019 20:00","N/A","511"
"21.04.2019 20:00 - 21.04.2019 20:30","N/A","515"
"21.04.2019 20:30 - 21.04.2019 21:00","N/A","512"
"21.04.2019 21:00 - 21.04.2019 21:30","N/A","490"
"21.04.2019 21:30 - 21.04.2019 22:00","N/A","464"
"21.04.2019 22:00 - 21.04.2019 22:30","N/A","437"
"21.04.2019 22:30 - 21.04.2019 23:00","N/A","410"
"21.04.2019 23:00 - 21.04.2019 23:30","N/A","379"
"21.04.2019 23:30 - 22.04.2019 00:00","N/A","354"
"22.04.2019 00:00 - 22.04.2019 00:30","N/A","333"
"22.04.2019 00:30 - 22.04.2019 01:00","N/A","318"
"22.04.2019 01:00 - 22.04.2019 01:30","N/A","308"
"22.04.2019 01:30 - 22.04.2019 02:00","N/A","301"
"22.04.2019 02:00 - 22.04.2019 02:30","N/A","296"
"22.04.2019 02:30 - 22.04.2019 03:00","N/A","296"
"22.04.2019 03:00 - 22.04.2019 03:30","N/A","296"
"22.04.2019 03:30 - 22.04.2019 04:00","N/A","299"
"22.04.2019 04:00 - 22.04.2019 04:30","N/A","305"
"22.04.2019 04:30 - 22.04.2019 05:00","N/A","324"
"22.04.2019 05:00 - 22.04.2019 05:30","N/A","332"
"22.04.2019 05:30 - 22.04.2019 06:00","N/A","364"
"22.04.2019 06:00 - 22.04.2019 06:30","N/A","397"
"22.04.2019 06:30 - 22.04.2019 07:00","N/A","426"
"22.04.2019 07:00 - 22.04.2019 07:30","N/A","440"
"22.04.2019 07:30 - 22.04.2019 08:00","N/A","446"
"22.04.2019 08:00 - 22.04.2019 08:30","N/A","446"
"22.04.2019 08:30 - 22.04.2019 09:00","N/A","456"
"22.04.2019 09:00 - 22.04.2019 09:30","N/A","444"
"22.04.2019 09:30 - 22.04.2019 10:00","N/A","447"
"22.04.2019 10:00 - 22.04.2019 10:30","N/A","441"
"22.04.2019 10:30 - 22.04.2019 11:00","N/A","443"
"22.04.2019 11:00 - 22.04.2019 11:30","N/A","438"
"22.04.2019 11:30 - 22.04.2019 12:00","N/A","437"
