"Time (CET)","Estonia (EE) > Finland (FI) [MW]","Finland (FI) > Estonia (EE) [MW]"
"05.04.2018 19:00 - 05.04.2018 20:00","36","0"
"05.04.2018 20:00 - 05.04.2018 21:00","47","0"
"05.04.2018 21:00 - 05.04.2018 22:00","134","0"
"05.04.2018 22:00 - 05.04.2018 23:00","196","0"
"05.04.2018 23:00 - 06.04.2018 00:00","428","0"
"06.04.2018 00:00 - 06.04.2018 01:00","301","0"
"06.04.2018 01:00 - 06.04.2018 02:00","258","0"
"06.04.2018 02:00 - 06.04.2018 03:00","248","0"
"06.04.2018 03:00 - 06.04.2018 04:00","255","0"
"06.04.2018 04:00 - 06.04.2018 05:00","516","0"
"06.04.2018 05:00 - 06.04.2018 06:00","896","0"
"06.04.2018 06:00 - 06.04.2018 07:00","453","0"
"06.04.2018 07:00 - 06.04.2018 08:00","55","0"
"06.04.2018 08:00 - 06.04.2018 09:00","43","0"
"06.04.2018 09:00 - 06.04.2018 10:00","142","0"
"06.04.2018 10:00 - 06.04.2018 11:00","340","0"
"06.04.2018 11:00 - 06.04.2018 12:00","438","0"
"06.04.2018 12:00 - 06.04.2018 13:00","285","0"
"06.04.2018 13:00 - 06.04.2018 14:00","304","0"
"06.04.2018 14:00 - 06.04.2018 15:00","30","0"
"06.04.2018 15:00 - 06.04.2018 16:00","19","0"
"06.04.2018 16:00 - 06.04.2018 17:00","31","0"
"06.04.2018 17:00 - 06.04.2018 18:00","33","0"
"06.04.2018 18:00 - 06.04.2018 19:00","27","0"
"06.04.2018 19:00 - 06.04.2018 20:00","56","0"
"06.04.2018 20:00 - 06.04.2018 21:00","89","0"
"06.04.2018 21:00 - 06.04.2018 22:00","369","0"
"06.04.2018 22:00 - 06.04.2018 23:00","507","0"
"06.04.2018 23:00 - 07.04.2018 00:00","697","0"
"07.04.2018 00:00 - 07.04.2018 01:00","426","0"
"07.04.2018 01:00 - 07.04.2018 02:00","687","0"
"07.04.2018 02:00 - 07.04.2018 03:00","688","0"
"07.04.2018 03:00 - 07.04.2018 04:00","635","0"
"07.04.2018 04:00 - 07.04.2018 05:00","589","0"
"07.04.2018 05:00 - 07.04.2018 06:00","512","0"
"07.04.2018 06:00 - 07.04.2018 07:00","486","0"
"07.04.2018 07:00 - 07.04.2018 08:00","207","0"
"07.04.2018 08:00 - 07.04.2018 09:00","0","83"
"07.04.2018 09:00 - 07.04.2018 10:00","0","62"
"07.04.2018 10:00 - 07.04.2018 11:00","0","28"
"07.04.2018 11:00 - 07.04.2018 12:00","0","9"
"07.04.2018 12:00 - 07.04.2018 13:00","0","19"
"07.04.2018 13:00 - 07.04.2018 14:00","24","0"
"07.04.2018 14:00 - 07.04.2018 15:00","105","0"
"07.04.2018 15:00 - 07.04.2018 16:00","276","0"
"07.04.2018 16:00 - 07.04.2018 17:00","416","0"
"07.04.2018 17:00 - 07.04.2018 18:00","319","0"
"07.04.2018 18:00 - 07.04.2018 19:00","361","0"
"07.04.2018 19:00 - 07.04.2018 20:00","218","0"
"07.04.2018 20:00 - 07.04.2018 21:00","0","21"
"07.04.2018 21:00 - 07.04.2018 22:00","492","0"
"07.04.2018 22:00 - 07.04.2018 23:00","905","0"
"07.04.2018 23:00 - 08.04.2018 00:00","935","0"
"08.04.2018 00:00 - 08.04.2018 01:00","1001","0"
"08.04.2018 01:00 - 08.04.2018 02:00","1008","0"
"08.04.2018 02:00 - 08.04.2018 03:00","1000","0"
"08.04.2018 03:00 - 08.04.2018 04:00","1008","0"
"08.04.2018 04:00 - 08.04.2018 05:00","999","0"
"08.04.2018 05:00 - 08.04.2018 06:00","983","0"
"08.04.2018 06:00 - 08.04.2018 07:00","915","0"
"08.04.2018 07:00 - 08.04.2018 08:00","735","0"
"08.04.2018 08:00 - 08.04.2018 09:00","361","0"
"08.04.2018 09:00 - 08.04.2018 10:00","310","0"
"08.04.2018 10:00 - 08.04.2018 11:00","311","0"
"08.04.2018 11:00 - 08.04.2018 12:00","310","0"
"08.04.2018 12:00 - 08.04.2018 13:00","413","0"
"08.04.2018 13:00 - 08.04.2018 14:00","502","0"
"08.04.2018 14:00 - 08.04.2018 15:00","599","0"
"08.04.2018 15:00 - 08.04.2018 16:00","558","0"
"08.04.2018 16:00 - 08.04.2018 17:00","605","0"
"08.04.2018 17:00 - 08.04.2018 18:00","541","0"
"08.04.2018 18:00 - 08.04.2018 19:00","355","0"
"08.04.2018 19:00 - 08.04.2018 20:00","146","0"
"08.04.2018 20:00 - 08.04.2018 21:00","71","0"
"08.04.2018 21:00 - 08.04.2018 22:00","117","0"
"08.04.2018 22:00 - 08.04.2018 23:00","526","0"
"08.04.2018 23:00 - 09.04.2018 00:00","987","0"
"09.04.2018 00:00 - 09.04.2018 01:00","1011","0"
"09.04.2018 01:00 - 09.04.2018 02:00","1012","0"
"09.04.2018 02:00 - 09.04.2018 03:00","1017","0"
"09.04.2018 03:00 - 09.04.2018 04:00","1017","0"
"09.04.2018 04:00 - 09.04.2018 05:00","1010","0"
"09.04.2018 05:00 - 09.04.2018 06:00","840","0"
"09.04.2018 06:00 - 09.04.2018 07:00","416","0"
"09.04.2018 07:00 - 09.04.2018 08:00","272","0"
"09.04.2018 08:00 - 09.04.2018 09:00","242","0"
"09.04.2018 09:00 - 09.04.2018 10:00","0","80"
"09.04.2018 10:00 - 09.04.2018 11:00","0","24"
"09.04.2018 11:00 - 09.04.2018 12:00","0","5"
"09.04.2018 12:00 - 09.04.2018 13:00","0","20"
"09.04.2018 13:00 - 09.04.2018 14:00","3","0"
"09.04.2018 14:00 - 09.04.2018 15:00","N/A","N/A"
"09.04.2018 15:00 - 09.04.2018 16:00","N/A","N/A"
"09.04.2018 16:00 - 09.04.2018 17:00","N/A","N/A"
"09.04.2018 17:00 - 09.04.2018 18:00","N/A","N/A"
"09.04.2018 18:00 - 09.04.2018 19:00","N/A","N/A"
"09.04.2018 19:00 - 09.04.2018 20:00","N/A","N/A"
"09.04.2018 20:00 - 09.04.2018 21:00","N/A","N/A"
"09.04.2018 21:00 - 09.04.2018 22:00","N/A","N/A"
"09.04.2018 22:00 - 09.04.2018 23:00","N/A","N/A"
"09.04.2018 23:00 - 10.04.2018 00:00","N/A","N/A"
"10.04.2018 00:00 - 10.04.2018 01:00","N/A","N/A"
"10.04.2018 01:00 - 10.04.2018 02:00","N/A","N/A"
"10.04.2018 02:00 - 10.04.2018 03:00","N/A","N/A"
"10.04.2018 03:00 - 10.04.2018 04:00","N/A","N/A"
"10.04.2018 04:00 - 10.04.2018 05:00","N/A","N/A"
"10.04.2018 05:00 - 10.04.2018 06:00","N/A","N/A"
"10.04.2018 06:00 - 10.04.2018 07:00","N/A","N/A"
"10.04.2018 07:00 - 10.04.2018 08:00","N/A","N/A"
"10.04.2018 08:00 - 10.04.2018 09:00","0","150"
"10.04.2018 09:00 - 10.04.2018 10:00","0","144"
"10.04.2018 10:00 - 10.04.2018 11:00","0","127"
"10.04.2018 11:00 - 10.04.2018 12:00","36","0"
"10.04.2018 12:00 - 10.04.2018 13:00","0","18"
"10.04.2018 13:00 - 10.04.2018 14:00","40","0"
"10.04.2018 14:00 - 10.04.2018 15:00","201","0"
"10.04.2018 15:00 - 10.04.2018 16:00","250","0"
"10.04.2018 16:00 - 10.04.2018 17:00","278","0"
"10.04.2018 17:00 - 10.04.2018 18:00","339","0"
"10.04.2018 18:00 - 10.04.2018 19:00","327","0"
"10.04.2018 19:00 - 10.04.2018 20:00","195","0"
"10.04.2018 20:00 - 10.04.2018 21:00","25","0"
"10.04.2018 21:00 - 10.04.2018 22:00","119","0"
"10.04.2018 22:00 - 10.04.2018 23:00","676","0"
"10.04.2018 23:00 - 11.04.2018 00:00","999","0"
"11.04.2018 00:00 - 11.04.2018 01:00","1017","0"
"11.04.2018 01:00 - 11.04.2018 02:00","1010","0"
"11.04.2018 02:00 - 11.04.2018 03:00","999","0"
"11.04.2018 03:00 - 11.04.2018 04:00","997","0"
"11.04.2018 04:00 - 11.04.2018 05:00","997","0"
"11.04.2018 05:00 - 11.04.2018 06:00","847","0"
"11.04.2018 06:00 - 11.04.2018 07:00","392","0"
"11.04.2018 07:00 - 11.04.2018 08:00","129","0"
"11.04.2018 08:00 - 11.04.2018 09:00","78","0"
"11.04.2018 09:00 - 11.04.2018 10:00","81","0"
"11.04.2018 10:00 - 11.04.2018 11:00","88","0"
"11.04.2018 11:00 - 11.04.2018 12:00","140","0"
"11.04.2018 12:00 - 11.04.2018 13:00","116","0"
"11.04.2018 13:00 - 11.04.2018 14:00","154","0"
"11.04.2018 14:00 - 11.04.2018 15:00","72","0"
"11.04.2018 15:00 - 11.04.2018 16:00","136","0"
"11.04.2018 16:00 - 11.04.2018 17:00","161","0"
"11.04.2018 17:00 - 11.04.2018 18:00","116","0"
"11.04.2018 18:00 - 11.04.2018 19:00","201","0"
"11.04.2018 19:00 - 11.04.2018 20:00","328","0"
"11.04.2018 20:00 - 11.04.2018 21:00","37","0"
"11.04.2018 21:00 - 11.04.2018 22:00","335","0"
"11.04.2018 22:00 - 11.04.2018 23:00","621","0"
"11.04.2018 23:00 - 12.04.2018 00:00","1006","0"
"12.04.2018 00:00 - 12.04.2018 01:00","1016","0"
"12.04.2018 01:00 - 12.04.2018 02:00","1016","0"
"12.04.2018 02:00 - 12.04.2018 03:00","1016","0"
"12.04.2018 03:00 - 12.04.2018 04:00","1016","0"
"12.04.2018 04:00 - 12.04.2018 05:00","1016","0"
"12.04.2018 05:00 - 12.04.2018 06:00","988","0"
"12.04.2018 06:00 - 12.04.2018 07:00","456","0"
"12.04.2018 07:00 - 12.04.2018 08:00","295","0"
"12.04.2018 08:00 - 12.04.2018 09:00","81","0"
"12.04.2018 09:00 - 12.04.2018 10:00","62","0"
"12.04.2018 10:00 - 12.04.2018 11:00","149","0"
"12.04.2018 11:00 - 12.04.2018 12:00","267","0"
"12.04.2018 12:00 - 12.04.2018 13:00","101","0"
"12.04.2018 13:00 - 12.04.2018 14:00","84","0"
"12.04.2018 14:00 - 12.04.2018 15:00","61","0"
"12.04.2018 15:00 - 12.04.2018 16:00","117","0"
"12.04.2018 16:00 - 12.04.2018 17:00","172","0"
"12.04.2018 17:00 - 12.04.2018 18:00","164","0"
"12.04.2018 18:00 - 12.04.2018 19:00","183","0"
"12.04.2018 19:00 - 12.04.2018 20:00","265","0"
"12.04.2018 20:00 - 12.04.2018 21:00","79","0"
"12.04.2018 21:00 - 12.04.2018 22:00","459","0"
"12.04.2018 22:00 - 12.04.2018 23:00","791","0"
"12.04.2018 23:00 - 13.04.2018 00:00","988","0"
"13.04.2018 00:00 - 13.04.2018 01:00","1001","0"
"13.04.2018 01:00 - 13.04.2018 02:00","1017","0"
"13.04.2018 02:00 - 13.04.2018 03:00","1015","0"
"13.04.2018 03:00 - 13.04.2018 04:00","1016","0"
"13.04.2018 04:00 - 13.04.2018 05:00","1006","0"
"13.04.2018 05:00 - 13.04.2018 06:00","1011","0"
"13.04.2018 06:00 - 13.04.2018 07:00","637","0"
"13.04.2018 07:00 - 13.04.2018 08:00","261","0"
"13.04.2018 08:00 - 13.04.2018 09:00","65","0"
"13.04.2018 09:00 - 13.04.2018 10:00","155","0"
"13.04.2018 10:00 - 13.04.2018 11:00","209","0"
"13.04.2018 11:00 - 13.04.2018 12:00","236","0"
"13.04.2018 12:00 - 13.04.2018 13:00","136","0"
"13.04.2018 13:00 - 13.04.2018 14:00","176","0"
"13.04.2018 14:00 - 13.04.2018 15:00","143","0"
"13.04.2018 15:00 - 13.04.2018 16:00","216","0"
"13.04.2018 16:00 - 13.04.2018 17:00","296","0"
"13.04.2018 17:00 - 13.04.2018 18:00","148","0"
"13.04.2018 18:00 - 13.04.2018 19:00","182","0"
"13.04.2018 19:00 - 13.04.2018 20:00","174","0"
"13.04.2018 20:00 - 13.04.2018 21:00","82","0"
"13.04.2018 21:00 - 13.04.2018 22:00","267","0"
"13.04.2018 22:00 - 13.04.2018 23:00","413","0"
"13.04.2018 23:00 - 14.04.2018 00:00","944","0"
"14.04.2018 00:00 - 14.04.2018 01:00","456","0"
"14.04.2018 01:00 - 14.04.2018 02:00","475","0"
"14.04.2018 02:00 - 14.04.2018 03:00","465","0"
"14.04.2018 03:00 - 14.04.2018 04:00","542","0"
"14.04.2018 04:00 - 14.04.2018 05:00","374","0"
"14.04.2018 05:00 - 14.04.2018 06:00","559","0"
"14.04.2018 06:00 - 14.04.2018 07:00","328","0"
"14.04.2018 07:00 - 14.04.2018 08:00","71","0"
"14.04.2018 08:00 - 14.04.2018 09:00","0","27"
"14.04.2018 09:00 - 14.04.2018 10:00","0","82"
"14.04.2018 10:00 - 14.04.2018 11:00","0","112"
"14.04.2018 11:00 - 14.04.2018 12:00","0","47"
"14.04.2018 12:00 - 14.04.2018 13:00","0","107"
"14.04.2018 13:00 - 14.04.2018 14:00","0","51"
"14.04.2018 14:00 - 14.04.2018 15:00","0","63"
"14.04.2018 15:00 - 14.04.2018 16:00","0","31"
"14.04.2018 16:00 - 14.04.2018 17:00","0","64"
"14.04.2018 17:00 - 14.04.2018 18:00","0","93"
"14.04.2018 18:00 - 14.04.2018 19:00","0","64"
"14.04.2018 19:00 - 14.04.2018 20:00","0","143"
"14.04.2018 20:00 - 14.04.2018 21:00","0","167"
"14.04.2018 21:00 - 14.04.2018 22:00","0","153"
"14.04.2018 22:00 - 14.04.2018 23:00","103","0"
"14.04.2018 23:00 - 15.04.2018 00:00","595","0"
"15.04.2018 00:00 - 15.04.2018 01:00","473","0"
"15.04.2018 01:00 - 15.04.2018 02:00","626","0"
"15.04.2018 02:00 - 15.04.2018 03:00","675","0"
"15.04.2018 03:00 - 15.04.2018 04:00","657","0"
"15.04.2018 04:00 - 15.04.2018 05:00","617","0"
"15.04.2018 05:00 - 15.04.2018 06:00","709","0"
"15.04.2018 06:00 - 15.04.2018 07:00","713","0"
"15.04.2018 07:00 - 15.04.2018 08:00","380","0"
"15.04.2018 08:00 - 15.04.2018 09:00","151","0"
"15.04.2018 09:00 - 15.04.2018 10:00","0","76"
"15.04.2018 10:00 - 15.04.2018 11:00","0","74"
"15.04.2018 11:00 - 15.04.2018 12:00","0","62"
"15.04.2018 12:00 - 15.04.2018 13:00","0","90"
"15.04.2018 13:00 - 15.04.2018 14:00","0","71"
"15.04.2018 14:00 - 15.04.2018 15:00","0","41"
"15.04.2018 15:00 - 15.04.2018 16:00","0","6"
"15.04.2018 16:00 - 15.04.2018 17:00","0","26"
"15.04.2018 17:00 - 15.04.2018 18:00","0","53"
"15.04.2018 18:00 - 15.04.2018 19:00","0","89"
"15.04.2018 19:00 - 15.04.2018 20:00","0","97"
"15.04.2018 20:00 - 15.04.2018 21:00","0","115"
"15.04.2018 21:00 - 15.04.2018 22:00","65","0"
"15.04.2018 22:00 - 15.04.2018 23:00","147","0"
"15.04.2018 23:00 - 16.04.2018 00:00","680","0"
"16.04.2018 00:00 - 16.04.2018 01:00","757","0"
"16.04.2018 01:00 - 16.04.2018 02:00","864","0"
"16.04.2018 02:00 - 16.04.2018 03:00","897","0"
"16.04.2018 03:00 - 16.04.2018 04:00","836","0"
"16.04.2018 04:00 - 16.04.2018 05:00","500","0"
"16.04.2018 05:00 - 16.04.2018 06:00","465","0"
"16.04.2018 06:00 - 16.04.2018 07:00","369","0"
"16.04.2018 07:00 - 16.04.2018 08:00","322","0"
"16.04.2018 08:00 - 16.04.2018 09:00","261","0"
"16.04.2018 09:00 - 16.04.2018 10:00","222","0"
"16.04.2018 10:00 - 16.04.2018 11:00","239","0"
"16.04.2018 11:00 - 16.04.2018 12:00","262","0"
"16.04.2018 12:00 - 16.04.2018 13:00","148","0"
"16.04.2018 13:00 - 16.04.2018 14:00","141","0"
"16.04.2018 14:00 - 16.04.2018 15:00","0","92"
"16.04.2018 15:00 - 16.04.2018 16:00","0","93"
"16.04.2018 16:00 - 16.04.2018 17:00","0","48"
"16.04.2018 17:00 - 16.04.2018 18:00","0","97"
"16.04.2018 18:00 - 16.04.2018 19:00","0","98"
"16.04.2018 19:00 - 16.04.2018 20:00","0","83"
"16.04.2018 20:00 - 16.04.2018 21:00","0","116"
"16.04.2018 21:00 - 16.04.2018 22:00","0","100"
"16.04.2018 22:00 - 16.04.2018 23:00","333","0"
"16.04.2018 23:00 - 17.04.2018 00:00","725","0"
"17.04.2018 00:00 - 17.04.2018 01:00","996","0"
"17.04.2018 01:00 - 17.04.2018 02:00","1017","0"
"17.04.2018 02:00 - 17.04.2018 03:00","967","0"
"17.04.2018 03:00 - 17.04.2018 04:00","974","0"
"17.04.2018 04:00 - 17.04.2018 05:00","975","0"
"17.04.2018 05:00 - 17.04.2018 06:00","1013","0"
"17.04.2018 06:00 - 17.04.2018 07:00","558","0"
"17.04.2018 07:00 - 17.04.2018 08:00","249","0"
"17.04.2018 08:00 - 17.04.2018 09:00","61","0"
"17.04.2018 09:00 - 17.04.2018 10:00","0","3"
"17.04.2018 10:00 - 17.04.2018 11:00","31","0"
"17.04.2018 11:00 - 17.04.2018 12:00","15","0"
"17.04.2018 12:00 - 17.04.2018 13:00","32","0"
"17.04.2018 13:00 - 17.04.2018 14:00","61","0"
"17.04.2018 14:00 - 17.04.2018 15:00","0","44"
"17.04.2018 15:00 - 17.04.2018 16:00","0","44"
"17.04.2018 16:00 - 17.04.2018 17:00","132","0"
"17.04.2018 17:00 - 17.04.2018 18:00","84","0"
"17.04.2018 18:00 - 17.04.2018 19:00","145","0"
"17.04.2018 19:00 - 17.04.2018 20:00","104","0"
"17.04.2018 20:00 - 17.04.2018 21:00","85","0"
"17.04.2018 21:00 - 17.04.2018 22:00","242","0"
"17.04.2018 22:00 - 17.04.2018 23:00","520","0"
"17.04.2018 23:00 - 18.04.2018 00:00","766","0"
"18.04.2018 00:00 - 18.04.2018 01:00","824","0"
"18.04.2018 01:00 - 18.04.2018 02:00","866","0"
"18.04.2018 02:00 - 18.04.2018 03:00","860","0"
"18.04.2018 03:00 - 18.04.2018 04:00","847","0"
"18.04.2018 04:00 - 18.04.2018 05:00","846","0"
"18.04.2018 05:00 - 18.04.2018 06:00","996","0"
"18.04.2018 06:00 - 18.04.2018 07:00","551","0"
"18.04.2018 07:00 - 18.04.2018 08:00","463","0"
"18.04.2018 08:00 - 18.04.2018 09:00","312","0"
"18.04.2018 09:00 - 18.04.2018 10:00","291","0"
"18.04.2018 10:00 - 18.04.2018 11:00","240","0"
"18.04.2018 11:00 - 18.04.2018 12:00","340","0"
"18.04.2018 12:00 - 18.04.2018 13:00","268","0"
"18.04.2018 13:00 - 18.04.2018 14:00","232","0"
"18.04.2018 14:00 - 18.04.2018 15:00","73","0"
"18.04.2018 15:00 - 18.04.2018 16:00","6","0"
"18.04.2018 16:00 - 18.04.2018 17:00","222","0"
"18.04.2018 17:00 - 18.04.2018 18:00","24","0"
"18.04.2018 18:00 - 18.04.2018 19:00","58","0"
"18.04.2018 19:00 - 18.04.2018 20:00","0","2"
"18.04.2018 20:00 - 18.04.2018 21:00","0","42"
"18.04.2018 21:00 - 18.04.2018 22:00","0","15"
"18.04.2018 22:00 - 18.04.2018 23:00","194","0"
"18.04.2018 23:00 - 19.04.2018 00:00","746","0"
"19.04.2018 00:00 - 19.04.2018 01:00","805","0"
"19.04.2018 01:00 - 19.04.2018 02:00","833","0"
"19.04.2018 02:00 - 19.04.2018 03:00","753","0"
"19.04.2018 03:00 - 19.04.2018 04:00","737","0"
"19.04.2018 04:00 - 19.04.2018 05:00","828","0"
"19.04.2018 05:00 - 19.04.2018 06:00","769","0"
"19.04.2018 06:00 - 19.04.2018 07:00","239","0"
"19.04.2018 07:00 - 19.04.2018 08:00","18","0"
"19.04.2018 08:00 - 19.04.2018 09:00","0","68"
"19.04.2018 09:00 - 19.04.2018 10:00","0","64"
"19.04.2018 10:00 - 19.04.2018 11:00","0","12"
"19.04.2018 11:00 - 19.04.2018 12:00","76","0"
"19.04.2018 12:00 - 19.04.2018 13:00","0","7"
"19.04.2018 13:00 - 19.04.2018 14:00","0","27"
"19.04.2018 14:00 - 19.04.2018 15:00","0","19"
"19.04.2018 15:00 - 19.04.2018 16:00","29","0"
"19.04.2018 16:00 - 19.04.2018 17:00","0","6"
"19.04.2018 17:00 - 19.04.2018 18:00","39","0"
"19.04.2018 18:00 - 19.04.2018 19:00","32","0"
"19.04.2018 19:00 - 19.04.2018 20:00","0","54"
"19.04.2018 20:00 - 19.04.2018 21:00","0","126"
"19.04.2018 21:00 - 19.04.2018 22:00","0","7"
"19.04.2018 22:00 - 19.04.2018 23:00","159","0"
"19.04.2018 23:00 - 20.04.2018 00:00","309","0"
"20.04.2018 00:00 - 20.04.2018 01:00","308","0"
"20.04.2018 01:00 - 20.04.2018 02:00","233","0"
"20.04.2018 02:00 - 20.04.2018 03:00","126","0"
"20.04.2018 03:00 - 20.04.2018 04:00","149","0"
"20.04.2018 04:00 - 20.04.2018 05:00","141","0"
"20.04.2018 05:00 - 20.04.2018 06:00","77","0"
"20.04.2018 06:00 - 20.04.2018 07:00","0","68"
"20.04.2018 07:00 - 20.04.2018 08:00","0","243"
"20.04.2018 08:00 - 20.04.2018 09:00","0","289"
"20.04.2018 09:00 - 20.04.2018 10:00","0","232"
"20.04.2018 10:00 - 20.04.2018 11:00","0","200"
"20.04.2018 11:00 - 20.04.2018 12:00","0","110"
"20.04.2018 12:00 - 20.04.2018 13:00","16","0"
"20.04.2018 13:00 - 20.04.2018 14:00","17","0"
"20.04.2018 14:00 - 20.04.2018 15:00","174","0"
"20.04.2018 15:00 - 20.04.2018 16:00","330","0"
"20.04.2018 16:00 - 20.04.2018 17:00","247","0"
"20.04.2018 17:00 - 20.04.2018 18:00","292","0"
"20.04.2018 18:00 - 20.04.2018 19:00","15","0"
"20.04.2018 19:00 - 20.04.2018 20:00","0","3"
"20.04.2018 20:00 - 20.04.2018 21:00","0","56"
"20.04.2018 21:00 - 20.04.2018 22:00","7","0"
"20.04.2018 22:00 - 20.04.2018 23:00","384","0"
"20.04.2018 23:00 - 21.04.2018 00:00","657","0"
"21.04.2018 00:00 - 21.04.2018 01:00","311","0"
"21.04.2018 01:00 - 21.04.2018 02:00","390","0"
"21.04.2018 02:00 - 21.04.2018 03:00","322","0"
"21.04.2018 03:00 - 21.04.2018 04:00","324","0"
"21.04.2018 04:00 - 21.04.2018 05:00","288","0"
"21.04.2018 05:00 - 21.04.2018 06:00","303","0"
"21.04.2018 06:00 - 21.04.2018 07:00","331","0"
"21.04.2018 07:00 - 21.04.2018 08:00","0","0"
"21.04.2018 08:00 - 21.04.2018 09:00","0","17"
"21.04.2018 09:00 - 21.04.2018 10:00","86","0"
"21.04.2018 10:00 - 21.04.2018 11:00","133","0"
"21.04.2018 11:00 - 21.04.2018 12:00","205","0"
"21.04.2018 12:00 - 21.04.2018 13:00","0","1"
"21.04.2018 13:00 - 21.04.2018 14:00","28","0"
"21.04.2018 14:00 - 21.04.2018 15:00","0","158"
"21.04.2018 15:00 - 21.04.2018 16:00","0","280"
"21.04.2018 16:00 - 21.04.2018 17:00","64","0"
"21.04.2018 17:00 - 21.04.2018 18:00","198","0"
"21.04.2018 18:00 - 21.04.2018 19:00","0","10"
"21.04.2018 19:00 - 21.04.2018 20:00","0","3"
"21.04.2018 20:00 - 21.04.2018 21:00","0","27"
"21.04.2018 21:00 - 21.04.2018 22:00","0","28"
"21.04.2018 22:00 - 21.04.2018 23:00","23","0"
"21.04.2018 23:00 - 22.04.2018 00:00","262","0"
"22.04.2018 00:00 - 22.04.2018 01:00","316","0"
"22.04.2018 01:00 - 22.04.2018 02:00","327","0"
"22.04.2018 02:00 - 22.04.2018 03:00","309","0"
"22.04.2018 03:00 - 22.04.2018 04:00","336","0"
"22.04.2018 04:00 - 22.04.2018 05:00","332","0"
"22.04.2018 05:00 - 22.04.2018 06:00","331","0"
"22.04.2018 06:00 - 22.04.2018 07:00","245","0"
"22.04.2018 07:00 - 22.04.2018 08:00","0","106"
"22.04.2018 08:00 - 22.04.2018 09:00","0","693"
"22.04.2018 09:00 - 22.04.2018 10:00","0","682"
"22.04.2018 10:00 - 22.04.2018 11:00","0","529"
"22.04.2018 11:00 - 22.04.2018 12:00","0","513"
"22.04.2018 12:00 - 22.04.2018 13:00","0","496"
"22.04.2018 13:00 - 22.04.2018 14:00","0","493"
"22.04.2018 14:00 - 22.04.2018 15:00","0","448"
"22.04.2018 15:00 - 22.04.2018 16:00","0","79"
"22.04.2018 16:00 - 22.04.2018 17:00","0","56"
"22.04.2018 17:00 - 22.04.2018 18:00","0","96"
"22.04.2018 18:00 - 22.04.2018 19:00","0","44"
"22.04.2018 19:00 - 22.04.2018 20:00","0","153"
"22.04.2018 20:00 - 22.04.2018 21:00","0","492"
"22.04.2018 21:00 - 22.04.2018 22:00","0","395"
"22.04.2018 22:00 - 22.04.2018 23:00","0","130"
"22.04.2018 23:00 - 23.04.2018 00:00","182","0"
"23.04.2018 00:00 - 23.04.2018 01:00","582","0"
"23.04.2018 01:00 - 23.04.2018 02:00","598","0"
"23.04.2018 02:00 - 23.04.2018 03:00","455","0"
"23.04.2018 03:00 - 23.04.2018 04:00","383","0"
"23.04.2018 04:00 - 23.04.2018 05:00","421","0"
"23.04.2018 05:00 - 23.04.2018 06:00","490","0"
"23.04.2018 06:00 - 23.04.2018 07:00","353","0"
"23.04.2018 07:00 - 23.04.2018 08:00","354","0"
"23.04.2018 08:00 - 23.04.2018 09:00","242","0"
"23.04.2018 09:00 - 23.04.2018 10:00","310","0"
"23.04.2018 10:00 - 23.04.2018 11:00","350","0"
"23.04.2018 11:00 - 23.04.2018 12:00","238","0"
"23.04.2018 12:00 - 23.04.2018 13:00","0","72"
"23.04.2018 13:00 - 23.04.2018 14:00","0","80"
"23.04.2018 14:00 - 23.04.2018 15:00","0","143"
"23.04.2018 15:00 - 23.04.2018 16:00","0","70"
"23.04.2018 16:00 - 23.04.2018 17:00","11","0"
"23.04.2018 17:00 - 23.04.2018 18:00","49","0"
"23.04.2018 18:00 - 23.04.2018 19:00","92","0"
"23.04.2018 19:00 - 23.04.2018 20:00","80","0"
"23.04.2018 20:00 - 23.04.2018 21:00","65","0"
"23.04.2018 21:00 - 23.04.2018 22:00","131","0"
"23.04.2018 22:00 - 23.04.2018 23:00","242","0"
"23.04.2018 23:00 - 24.04.2018 00:00","342","0"
"24.04.2018 00:00 - 24.04.2018 01:00","359","0"
"24.04.2018 01:00 - 24.04.2018 02:00","270","0"
"24.04.2018 02:00 - 24.04.2018 03:00","255","0"
"24.04.2018 03:00 - 24.04.2018 04:00","202","0"
"24.04.2018 04:00 - 24.04.2018 05:00","169","0"
"24.04.2018 05:00 - 24.04.2018 06:00","345","0"
"24.04.2018 06:00 - 24.04.2018 07:00","121","0"
"24.04.2018 07:00 - 24.04.2018 08:00","0","32"
"24.04.2018 08:00 - 24.04.2018 09:00","0","76"
"24.04.2018 09:00 - 24.04.2018 10:00","0","162"
"24.04.2018 10:00 - 24.04.2018 11:00","0","167"
"24.04.2018 11:00 - 24.04.2018 12:00","0","58"
"24.04.2018 12:00 - 24.04.2018 13:00","0","122"
"24.04.2018 13:00 - 24.04.2018 14:00","0","144"
"24.04.2018 14:00 - 24.04.2018 15:00","0","104"
"24.04.2018 15:00 - 24.04.2018 16:00","7","0"
"24.04.2018 16:00 - 24.04.2018 17:00","104","0"
"24.04.2018 17:00 - 24.04.2018 18:00","15","0"
"24.04.2018 18:00 - 24.04.2018 19:00","33","0"
"24.04.2018 19:00 - 24.04.2018 20:00","59","0"
"24.04.2018 20:00 - 24.04.2018 21:00","21","0"
"24.04.2018 21:00 - 24.04.2018 22:00","42","0"
"24.04.2018 22:00 - 24.04.2018 23:00","105","0"
"24.04.2018 23:00 - 25.04.2018 00:00","346","0"
