"Time (CET)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"22.11.2019 03:15 - 22.11.2019 03:30","5804","6061"
"22.11.2019 03:30 - 22.11.2019 03:45","5808","6040"
"22.11.2019 03:45 - 22.11.2019 04:00","5824","6030"
"22.11.2019 04:00 - 22.11.2019 04:15","5888","6109"
"22.11.2019 04:15 - 22.11.2019 04:30","5940","6201"
"22.11.2019 04:30 - 22.11.2019 04:45","6020","6282"
"22.11.2019 04:45 - 22.11.2019 05:00","6136","6371"
"22.11.2019 05:00 - 22.11.2019 05:15","6300","6642"
"22.11.2019 05:15 - 22.11.2019 05:30","6488","6837"
"22.11.2019 05:30 - 22.11.2019 05:45","6708","6979"
"22.11.2019 05:45 - 22.11.2019 06:00","6968","7173"
"22.11.2019 06:00 - 22.11.2019 06:15","7256","7521"
"22.11.2019 06:15 - 22.11.2019 06:30","7576","7801"
"22.11.2019 06:30 - 22.11.2019 06:45","7832","8092"
"22.11.2019 06:45 - 22.11.2019 07:00","8048","8290"
"22.11.2019 07:00 - 22.11.2019 07:15","8340","8833"
"22.11.2019 07:15 - 22.11.2019 07:30","8484","8904"
"22.11.2019 07:30 - 22.11.2019 07:45","8592","8946"
"22.11.2019 07:45 - 22.11.2019 08:00","8680","9013"
"22.11.2019 08:00 - 22.11.2019 08:15","8752","9132"
"22.11.2019 08:15 - 22.11.2019 08:30","8792","9172"
"22.11.2019 08:30 - 22.11.2019 08:45","8812","9155"
"22.11.2019 08:45 - 22.11.2019 09:00","8812","9150"
"22.11.2019 09:00 - 22.11.2019 09:15","8764","9159"
"22.11.2019 09:15 - 22.11.2019 09:30","8772","9143"
"22.11.2019 09:30 - 22.11.2019 09:45","8780","9159"
"22.11.2019 09:45 - 22.11.2019 10:00","8776","9169"
"22.11.2019 10:00 - 22.11.2019 10:15","8764","9136"
"22.11.2019 10:15 - 22.11.2019 10:30","8768","9165"
"22.11.2019 10:30 - 22.11.2019 10:45","8780","9172"
"22.11.2019 10:45 - 22.11.2019 11:00","8796","9165"
"22.11.2019 11:00 - 22.11.2019 11:15","8776","9104"
"22.11.2019 11:15 - 22.11.2019 11:30","8796","9110"
"22.11.2019 11:30 - 22.11.2019 11:45","8772","9050"
"22.11.2019 11:45 - 22.11.2019 12:00","8728","9050"
"22.11.2019 12:00 - 22.11.2019 12:15","8692","9004"
"22.11.2019 12:15 - 22.11.2019 12:30","8600","8880"
"22.11.2019 12:30 - 22.11.2019 12:45","8556","8834"
"22.11.2019 12:45 - 22.11.2019 13:00","8544","8726"
"22.11.2019 13:00 - 22.11.2019 13:15","8568","8711"
"22.11.2019 13:15 - 22.11.2019 13:30","8556","8671"
"22.11.2019 13:30 - 22.11.2019 13:45","8524","8618"
"22.11.2019 13:45 - 22.11.2019 14:00","8492","8567"
"22.11.2019 14:00 - 22.11.2019 14:15","8484","8549"
"22.11.2019 14:15 - 22.11.2019 14:30","8480","8509"
"22.11.2019 14:30 - 22.11.2019 14:45","8476","8484"
"22.11.2019 14:45 - 22.11.2019 15:00","8464","8493"
"22.11.2019 15:00 - 22.11.2019 15:15","8476","8518"
"22.11.2019 15:15 - 22.11.2019 15:30","8488","8576"
"22.11.2019 15:30 - 22.11.2019 15:45","8504","8614"
"22.11.2019 15:45 - 22.11.2019 16:00","8536","8621"
"22.11.2019 16:00 - 22.11.2019 16:15","8572","8689"
"22.11.2019 16:15 - 22.11.2019 16:30","8640","8820"
"22.11.2019 16:30 - 22.11.2019 16:45","8736","8926"
"22.11.2019 16:45 - 22.11.2019 17:00","8824","9053"
"22.11.2019 17:00 - 22.11.2019 17:15","8896","9071"
"22.11.2019 17:15 - 22.11.2019 17:30","8940","9090"
"22.11.2019 17:30 - 22.11.2019 17:45","8952","9054"
"22.11.2019 17:45 - 22.11.2019 18:00","8940","9030"
"22.11.2019 18:00 - 22.11.2019 18:15","8896","8977"
"22.11.2019 18:15 - 22.11.2019 18:30","8844","8901"
"22.11.2019 18:30 - 22.11.2019 18:45","8796","8821"
"22.11.2019 18:45 - 22.11.2019 19:00","8724","8708"
"22.11.2019 19:00 - 22.11.2019 19:15","8544","8457"
"22.11.2019 19:15 - 22.11.2019 19:30","8432","8314"
"22.11.2019 19:30 - 22.11.2019 19:45","8320","8157"
"22.11.2019 19:45 - 22.11.2019 20:00","8192","8048"
"22.11.2019 20:00 - 22.11.2019 20:15","8048","7924"
"22.11.2019 20:15 - 22.11.2019 20:30","7900","7774"
"22.11.2019 20:30 - 22.11.2019 20:45","7760","7688"
"22.11.2019 20:45 - 22.11.2019 21:00","7620","7612"
"22.11.2019 21:00 - 22.11.2019 21:15","7504","7462"
"22.11.2019 21:15 - 22.11.2019 21:30","7360","7329"
"22.11.2019 21:30 - 22.11.2019 21:45","7220","7175"
"22.11.2019 21:45 - 22.11.2019 22:00","7104","7061"
"22.11.2019 22:00 - 22.11.2019 22:15","7244","7221"
"22.11.2019 22:15 - 22.11.2019 22:30","7160","7181"
"22.11.2019 22:30 - 22.11.2019 22:45","6996","7049"
"22.11.2019 22:45 - 22.11.2019 23:00","6852","6911"
"22.11.2019 23:00 - 22.11.2019 23:15","6792","6818"
"22.11.2019 23:15 - 22.11.2019 23:30","6640","6699"
"22.11.2019 23:30 - 22.11.2019 23:45","6500","6583"
"22.11.2019 23:45 - 23.11.2019 00:00","6372","6475"
"23.11.2019 00:00 - 23.11.2019 00:15","6020","6436"
"23.11.2019 00:15 - 23.11.2019 00:30","5900","6333"
"23.11.2019 00:30 - 23.11.2019 00:45","5788","6232"
"23.11.2019 00:45 - 23.11.2019 01:00","5692","6140"
"23.11.2019 01:00 - 23.11.2019 01:15","5668","6091"
"23.11.2019 01:15 - 23.11.2019 01:30","5580","6038"
"23.11.2019 01:30 - 23.11.2019 01:45","5504","5963"
"23.11.2019 01:45 - 23.11.2019 02:00","5440","5891"
"23.11.2019 02:00 - 23.11.2019 02:15","5528","5940"
"23.11.2019 02:15 - 23.11.2019 02:30","5468","5882"
"23.11.2019 02:30 - 23.11.2019 02:45","5408","5838"
"23.11.2019 02:45 - 23.11.2019 03:00","5360","5790"
"23.11.2019 03:00 - 23.11.2019 03:15","5408","5748"
"23.11.2019 03:15 - 23.11.2019 03:30","5380","5756"
"23.11.2019 03:30 - 23.11.2019 03:45","5368","5770"
"23.11.2019 03:45 - 23.11.2019 04:00","5356","5722"
"23.11.2019 04:00 - 23.11.2019 04:15","5404","5739"
"23.11.2019 04:15 - 23.11.2019 04:30","5424","5743"
"23.11.2019 04:30 - 23.11.2019 04:45","5444","5759"
"23.11.2019 04:45 - 23.11.2019 05:00","5492","5792"
"23.11.2019 05:00 - 23.11.2019 05:15","5500","5907"
"23.11.2019 05:15 - 23.11.2019 05:30","5568","5964"
"23.11.2019 05:30 - 23.11.2019 05:45","5656","6058"
"23.11.2019 05:45 - 23.11.2019 06:00","5744","6124"
"23.11.2019 06:00 - 23.11.2019 06:15","5840","6216"
"23.11.2019 06:15 - 23.11.2019 06:30","5964","6317"
"23.11.2019 06:30 - 23.11.2019 06:45","6088","6459"
"23.11.2019 06:45 - 23.11.2019 07:00","6204","6578"
"23.11.2019 07:00 - 23.11.2019 07:15","6448","6936"
"23.11.2019 07:15 - 23.11.2019 07:30","6556","6932"
"23.11.2019 07:30 - 23.11.2019 07:45","6652","7044"
"23.11.2019 07:45 - 23.11.2019 08:00","6756","7162"
"23.11.2019 08:00 - 23.11.2019 08:15","6868","7312"
"23.11.2019 08:15 - 23.11.2019 08:30","6952","7404"
"23.11.2019 08:30 - 23.11.2019 08:45","7028","7468"
"23.11.2019 08:45 - 23.11.2019 09:00","7096","7535"
"23.11.2019 09:00 - 23.11.2019 09:15","7144","7614"
"23.11.2019 09:15 - 23.11.2019 09:30","7180","7633"
"23.11.2019 09:30 - 23.11.2019 09:45","7212","7652"
"23.11.2019 09:45 - 23.11.2019 10:00","7236","7676"
"23.11.2019 10:00 - 23.11.2019 10:15","7260","7684"
"23.11.2019 10:15 - 23.11.2019 10:30","7284","7711"
"23.11.2019 10:30 - 23.11.2019 10:45","7304","7730"
"23.11.2019 10:45 - 23.11.2019 11:00","7328","7760"
"23.11.2019 11:00 - 23.11.2019 11:15","7328","7762"
"23.11.2019 11:15 - 23.11.2019 11:30","7356","7818"
"23.11.2019 11:30 - 23.11.2019 11:45","7344","7793"
"23.11.2019 11:45 - 23.11.2019 12:00","7300","7728"
"23.11.2019 12:00 - 23.11.2019 12:15","7292","7660"
"23.11.2019 12:15 - 23.11.2019 12:30","7192","7568"
"23.11.2019 12:30 - 23.11.2019 12:45","7112","7488"
"23.11.2019 12:45 - 23.11.2019 13:00","7056","7416"
"23.11.2019 13:00 - 23.11.2019 13:15","7048","7448"
"23.11.2019 13:15 - 23.11.2019 13:30","7004","7410"
"23.11.2019 13:30 - 23.11.2019 13:45","6952","7378"
"23.11.2019 13:45 - 23.11.2019 14:00","6896","7341"
"23.11.2019 14:00 - 23.11.2019 14:15","6872","7315"
"23.11.2019 14:15 - 23.11.2019 14:30","6852","7337"
"23.11.2019 14:30 - 23.11.2019 14:45","6876","7396"
"23.11.2019 14:45 - 23.11.2019 15:00","6860","7350"
"23.11.2019 15:00 - 23.11.2019 15:15","6872","7387"
"23.11.2019 15:15 - 23.11.2019 15:30","6872","7391"
"23.11.2019 15:30 - 23.11.2019 15:45","6908","7415"
"23.11.2019 15:45 - 23.11.2019 16:00","6932","7456"
"23.11.2019 16:00 - 23.11.2019 16:15","6984","7537"
"23.11.2019 16:15 - 23.11.2019 16:30","7056","7646"
"23.11.2019 16:30 - 23.11.2019 16:45","7172","7779"
"23.11.2019 16:45 - 23.11.2019 17:00","7296","7872"
"23.11.2019 17:00 - 23.11.2019 17:15","7388","7932"
"23.11.2019 17:15 - 23.11.2019 17:30","7440","7904"
"23.11.2019 17:30 - 23.11.2019 17:45","7472","7913"
"23.11.2019 17:45 - 23.11.2019 18:00","7484","7922"
"23.11.2019 18:00 - 23.11.2019 18:15","7484","7891"
"23.11.2019 18:15 - 23.11.2019 18:30","7400","7812"
"23.11.2019 18:30 - 23.11.2019 18:45","7328","7681"
"23.11.2019 18:45 - 23.11.2019 19:00","7256","7627"
"23.11.2019 19:00 - 23.11.2019 19:15","7112","7315"
"23.11.2019 19:15 - 23.11.2019 19:30","7016","7253"
"23.11.2019 19:30 - 23.11.2019 19:45","6940","7202"
"23.11.2019 19:45 - 23.11.2019 20:00","6852","7134"
"23.11.2019 20:00 - 23.11.2019 20:15","6776","7004"
"23.11.2019 20:15 - 23.11.2019 20:30","6668","6838"
"23.11.2019 20:30 - 23.11.2019 20:45","6564","6775"
"23.11.2019 20:45 - 23.11.2019 21:00","6460","6702"
"23.11.2019 21:00 - 23.11.2019 21:15","6356","6602"
"23.11.2019 21:15 - 23.11.2019 21:30","6256","6484"
"23.11.2019 21:30 - 23.11.2019 21:45","6160","6435"
"23.11.2019 21:45 - 23.11.2019 22:00","6116","6381"
"23.11.2019 22:00 - 23.11.2019 22:15","6312","6575"
"23.11.2019 22:15 - 23.11.2019 22:30","6276","6515"
"23.11.2019 22:30 - 23.11.2019 22:45","6128","6426"
"23.11.2019 22:45 - 23.11.2019 23:00","6024","6318"
"23.11.2019 23:00 - 23.11.2019 23:15","5964","6198"
"23.11.2019 23:15 - 23.11.2019 23:30","5832","6118"
"23.11.2019 23:30 - 23.11.2019 23:45","5696","6020"
"23.11.2019 23:45 - 24.11.2019 00:00","5608","5925"
"24.11.2019 00:00 - 24.11.2019 00:15","5780","5898"
"24.11.2019 00:15 - 24.11.2019 00:30","5664","5795"
"24.11.2019 00:30 - 24.11.2019 00:45","5556","5702"
"24.11.2019 00:45 - 24.11.2019 01:00","5472","5606"
"24.11.2019 01:00 - 24.11.2019 01:15","5548","5614"
"24.11.2019 01:15 - 24.11.2019 01:30","5456","5532"
"24.11.2019 01:30 - 24.11.2019 01:45","5380","5467"
"24.11.2019 01:45 - 24.11.2019 02:00","5320","5389"
"24.11.2019 02:00 - 24.11.2019 02:15","5408","5480"
"24.11.2019 02:15 - 24.11.2019 02:30","5352","5440"
"24.11.2019 02:30 - 24.11.2019 02:45","5300","5387"
"24.11.2019 02:45 - 24.11.2019 03:00","5260","5316"
"24.11.2019 03:00 - 24.11.2019 03:15","5244","5282"
"24.11.2019 03:15 - 24.11.2019 03:30","5220","5282"
"24.11.2019 03:30 - 24.11.2019 03:45","5200","5271"
"24.11.2019 03:45 - 24.11.2019 04:00","5192","5241"
"24.11.2019 04:00 - 24.11.2019 04:15","5212","5247"
"24.11.2019 04:15 - 24.11.2019 04:30","5228","5240"
"24.11.2019 04:30 - 24.11.2019 04:45","5248","5242"
"24.11.2019 04:45 - 24.11.2019 05:00","5276","5260"
"24.11.2019 05:00 - 24.11.2019 05:15","5328","5358"
"24.11.2019 05:15 - 24.11.2019 05:30","5368","5411"
"24.11.2019 05:30 - 24.11.2019 05:45","5424","5433"
"24.11.2019 05:45 - 24.11.2019 06:00","5460","5460"
"24.11.2019 06:00 - 24.11.2019 06:15","5472","5562"
"24.11.2019 06:15 - 24.11.2019 06:30","5548","5607"
"24.11.2019 06:30 - 24.11.2019 06:45","5636","5691"
"24.11.2019 06:45 - 24.11.2019 07:00","5708","5772"
"24.11.2019 07:00 - 24.11.2019 07:15","5800","6053"
"24.11.2019 07:15 - 24.11.2019 07:30","5876","6113"
"24.11.2019 07:30 - 24.11.2019 07:45","5956","6184"
"24.11.2019 07:45 - 24.11.2019 08:00","6040","6251"
"24.11.2019 08:00 - 24.11.2019 08:15","6136","6337"
"24.11.2019 08:15 - 24.11.2019 08:30","6216","6433"
"24.11.2019 08:30 - 24.11.2019 08:45","6292","6535"
"24.11.2019 08:45 - 24.11.2019 09:00","6356","6618"
"24.11.2019 09:00 - 24.11.2019 09:15","6440","6695"
"24.11.2019 09:15 - 24.11.2019 09:30","6488","6681"
"24.11.2019 09:30 - 24.11.2019 09:45","6548","6746"
"24.11.2019 09:45 - 24.11.2019 10:00","6588","6798"
"24.11.2019 10:00 - 24.11.2019 10:15","6652","6893"
"24.11.2019 10:15 - 24.11.2019 10:30","6704","6947"
"24.11.2019 10:30 - 24.11.2019 10:45","6740","6972"
"24.11.2019 10:45 - 24.11.2019 11:00","6784","7026"
"24.11.2019 11:00 - 24.11.2019 11:15","6784","7090"
"24.11.2019 11:15 - 24.11.2019 11:30","6832","7149"
"24.11.2019 11:30 - 24.11.2019 11:45","6820","7177"
"24.11.2019 11:45 - 24.11.2019 12:00","6760","7092"
"24.11.2019 12:00 - 24.11.2019 12:15","6756","7073"
"24.11.2019 12:15 - 24.11.2019 12:30","6656","6953"
"24.11.2019 12:30 - 24.11.2019 12:45","6572","6837"
"24.11.2019 12:45 - 24.11.2019 13:00","6508","6785"
"24.11.2019 13:00 - 24.11.2019 13:15","6464","6756"
"24.11.2019 13:15 - 24.11.2019 13:30","6416","6712"
"24.11.2019 13:30 - 24.11.2019 13:45","6364","6650"
"24.11.2019 13:45 - 24.11.2019 14:00","6324","6597"
"24.11.2019 14:00 - 24.11.2019 14:15","6292","6585"
"24.11.2019 14:15 - 24.11.2019 14:30","6276","6563"
"24.11.2019 14:30 - 24.11.2019 14:45","6256","6577"
"24.11.2019 14:45 - 24.11.2019 15:00","6252","6542"
"24.11.2019 15:00 - 24.11.2019 15:15","6268","6558"
"24.11.2019 15:15 - 24.11.2019 15:30","6280","6582"
"24.11.2019 15:30 - 24.11.2019 15:45","6316","6608"
"24.11.2019 15:45 - 24.11.2019 16:00","6372","6665"
"24.11.2019 16:00 - 24.11.2019 16:15","6440","6811"
"24.11.2019 16:15 - 24.11.2019 16:30","6548","6946"
"24.11.2019 16:30 - 24.11.2019 16:45","6692","7127"
"24.11.2019 16:45 - 24.11.2019 17:00","6832","7212"
"24.11.2019 17:00 - 24.11.2019 17:15","6940","7324"
"24.11.2019 17:15 - 24.11.2019 17:30","7024","7308"
"24.11.2019 17:30 - 24.11.2019 17:45","7064","7317"
"24.11.2019 17:45 - 24.11.2019 18:00","7100","7348"
"24.11.2019 18:00 - 24.11.2019 18:15","7152","7424"
"24.11.2019 18:15 - 24.11.2019 18:30","7152","7407"
"24.11.2019 18:30 - 24.11.2019 18:45","7136","7349"
"24.11.2019 18:45 - 24.11.2019 19:00","7116","7325"
"24.11.2019 19:00 - 24.11.2019 19:15","7000","7157"
"24.11.2019 19:15 - 24.11.2019 19:30","6948","7107"
"24.11.2019 19:30 - 24.11.2019 19:45","6888","7034"
"24.11.2019 19:45 - 24.11.2019 20:00","6820","6976"
"24.11.2019 20:00 - 24.11.2019 20:15","6784","6880"
"24.11.2019 20:15 - 24.11.2019 20:30","6684","6796"
"24.11.2019 20:30 - 24.11.2019 20:45","6592","6712"
"24.11.2019 20:45 - 24.11.2019 21:00","6488","6644"
"24.11.2019 21:00 - 24.11.2019 21:15","6404","6545"
"24.11.2019 21:15 - 24.11.2019 21:30","6316","6459"
"24.11.2019 21:30 - 24.11.2019 21:45","6228","6381"
"24.11.2019 21:45 - 24.11.2019 22:00","6208","6372"
"24.11.2019 22:00 - 24.11.2019 22:15","6432","6617"
"24.11.2019 22:15 - 24.11.2019 22:30","6396","6589"
"24.11.2019 22:30 - 24.11.2019 22:45","6268","6460"
"24.11.2019 22:45 - 24.11.2019 23:00","6168","6376"
"24.11.2019 23:00 - 24.11.2019 23:15","6128","6288"
"24.11.2019 23:15 - 24.11.2019 23:30","6000","6152"
"24.11.2019 23:30 - 24.11.2019 23:45","5880","6018"
"24.11.2019 23:45 - 25.11.2019 00:00","5812","5947"
"25.11.2019 00:00 - 25.11.2019 00:15","6296","5978"
"25.11.2019 00:15 - 25.11.2019 00:30","6192","5876"
"25.11.2019 00:30 - 25.11.2019 00:45","6088","5810"
"25.11.2019 00:45 - 25.11.2019 01:00","5996","5762"
"25.11.2019 01:00 - 25.11.2019 01:15","5984","5766"
"25.11.2019 01:15 - 25.11.2019 01:30","5908","5692"
"25.11.2019 01:30 - 25.11.2019 01:45","5852","5668"
"25.11.2019 01:45 - 25.11.2019 02:00","5796","5609"
"25.11.2019 02:00 - 25.11.2019 02:15","5880","5726"
"25.11.2019 02:15 - 25.11.2019 02:30","5832","5674"
"25.11.2019 02:30 - 25.11.2019 02:45","5784","5629"
"25.11.2019 02:45 - 25.11.2019 03:00","5744","5589"
"25.11.2019 03:00 - 25.11.2019 03:15","5748","5609"
"25.11.2019 03:15 - 25.11.2019 03:30","5736","5570"
"25.11.2019 03:30 - 25.11.2019 03:45","5740","5578"
"25.11.2019 03:45 - 25.11.2019 04:00","5756","5638"
"25.11.2019 04:00 - 25.11.2019 04:15","5824","5749"
"25.11.2019 04:15 - 25.11.2019 04:30","5876","5787"
"25.11.2019 04:30 - 25.11.2019 04:45","5960","5875"
"25.11.2019 04:45 - 25.11.2019 05:00","6076","5966"
"25.11.2019 05:00 - 25.11.2019 05:15","6260","6243"
"25.11.2019 05:15 - 25.11.2019 05:30","6452","6443"
"25.11.2019 05:30 - 25.11.2019 05:45","6680","6676"
"25.11.2019 05:45 - 25.11.2019 06:00","6948","6945"
"25.11.2019 06:00 - 25.11.2019 06:15","7244","7386"
"25.11.2019 06:15 - 25.11.2019 06:30","7572","7751"
"25.11.2019 06:30 - 25.11.2019 06:45","7840","8010"
"25.11.2019 06:45 - 25.11.2019 07:00","8060","8255"
"25.11.2019 07:00 - 25.11.2019 07:15","8352","8700"
"25.11.2019 07:15 - 25.11.2019 07:30","8504","8876"
"25.11.2019 07:30 - 25.11.2019 07:45","8608","8951"
"25.11.2019 07:45 - 25.11.2019 08:00","8700","9025"
"25.11.2019 08:00 - 25.11.2019 08:15","8788","9168"
"25.11.2019 08:15 - 25.11.2019 08:30","8828","9179"
"25.11.2019 08:30 - 25.11.2019 08:45","8852","9217"
"25.11.2019 08:45 - 25.11.2019 09:00","8860","9216"
"25.11.2019 09:00 - 25.11.2019 09:15","8808","9194"
"25.11.2019 09:15 - 25.11.2019 09:30","8824","9223"
"25.11.2019 09:30 - 25.11.2019 09:45","8840","9245"
"25.11.2019 09:45 - 25.11.2019 10:00","8840","9261"
"25.11.2019 10:00 - 25.11.2019 10:15","8832","9278"
"25.11.2019 10:15 - 25.11.2019 10:30","8844","9316"
"25.11.2019 10:30 - 25.11.2019 10:45","8856","9319"
"25.11.2019 10:45 - 25.11.2019 11:00","8876","9335"
"25.11.2019 11:00 - 25.11.2019 11:15","8868","9299"
"25.11.2019 11:15 - 25.11.2019 11:30","8888","9347"
"25.11.2019 11:30 - 25.11.2019 11:45","8868","9352"
"25.11.2019 11:45 - 25.11.2019 12:00","8828","9282"
"25.11.2019 12:00 - 25.11.2019 12:15","8788","9230"
"25.11.2019 12:15 - 25.11.2019 12:30","8704","9114"
"25.11.2019 12:30 - 25.11.2019 12:45","8672","9075"
"25.11.2019 12:45 - 25.11.2019 13:00","8672","9131"
"25.11.2019 13:00 - 25.11.2019 13:15","8708","9211"
"25.11.2019 13:15 - 25.11.2019 13:30","8704","9210"
"25.11.2019 13:30 - 25.11.2019 13:45","8676","9156"
"25.11.2019 13:45 - 25.11.2019 14:00","8644","9122"
"25.11.2019 14:00 - 25.11.2019 14:15","8640","9128"
"25.11.2019 14:15 - 25.11.2019 14:30","8640","9168"
"25.11.2019 14:30 - 25.11.2019 14:45","8636","9140"
"25.11.2019 14:45 - 25.11.2019 15:00","8624","9146"
"25.11.2019 15:00 - 25.11.2019 15:15","8640","9160"
"25.11.2019 15:15 - 25.11.2019 15:30","8648","9184"
"25.11.2019 15:30 - 25.11.2019 15:45","8664","9179"
"25.11.2019 15:45 - 25.11.2019 16:00","8700","9198"
"25.11.2019 16:00 - 25.11.2019 16:15","8740","9318"
"25.11.2019 16:15 - 25.11.2019 16:30","8800","9402"
"25.11.2019 16:30 - 25.11.2019 16:45","8892","9459"
"25.11.2019 16:45 - 25.11.2019 17:00","8976","9481"
"25.11.2019 17:00 - 25.11.2019 17:15","9040","9458"
"25.11.2019 17:15 - 25.11.2019 17:30","9076","9428"
"25.11.2019 17:30 - 25.11.2019 17:45","9084","9442"
"25.11.2019 17:45 - 25.11.2019 18:00","9068","9408"
"25.11.2019 18:00 - 25.11.2019 18:15","9012","9321"
"25.11.2019 18:15 - 25.11.2019 18:30","8960","9230"
"25.11.2019 18:30 - 25.11.2019 18:45","8916","9150"
"25.11.2019 18:45 - 25.11.2019 19:00","8844","9088"
"25.11.2019 19:00 - 25.11.2019 19:15","8652","8848"
"25.11.2019 19:15 - 25.11.2019 19:30","8540","8705"
"25.11.2019 19:30 - 25.11.2019 19:45","8432","8572"
"25.11.2019 19:45 - 25.11.2019 20:00","8304","8448"
"25.11.2019 20:00 - 25.11.2019 20:15","8164","8272"
"25.11.2019 20:15 - 25.11.2019 20:30","8016","8112"
"25.11.2019 20:30 - 25.11.2019 20:45","7880","7981"
"25.11.2019 20:45 - 25.11.2019 21:00","7736","7827"
"25.11.2019 21:00 - 25.11.2019 21:15","7608","7629"
"25.11.2019 21:15 - 25.11.2019 21:30","7468","7473"
"25.11.2019 21:30 - 25.11.2019 21:45","7328","7352"
"25.11.2019 21:45 - 25.11.2019 22:00","7204","7233"
"25.11.2019 22:00 - 25.11.2019 22:15","7332","7355"
"25.11.2019 22:15 - 25.11.2019 22:30","7248","7286"
"25.11.2019 22:30 - 25.11.2019 22:45","7080","7121"
"25.11.2019 22:45 - 25.11.2019 23:00","6936","6979"
"25.11.2019 23:00 - 25.11.2019 23:15","6852","6842"
"25.11.2019 23:15 - 25.11.2019 23:30","6704","6721"
"25.11.2019 23:30 - 25.11.2019 23:45","6568","6570"
"25.11.2019 23:45 - 26.11.2019 00:00","6444","6492"
"26.11.2019 00:00 - 26.11.2019 00:15","6296","6424"
"26.11.2019 00:15 - 26.11.2019 00:30","6192","6341"
"26.11.2019 00:30 - 26.11.2019 00:45","6088","6285"
"26.11.2019 00:45 - 26.11.2019 01:00","5996","6172"
"26.11.2019 01:00 - 26.11.2019 01:15","5984","6164"
"26.11.2019 01:15 - 26.11.2019 01:30","5908","6115"
"26.11.2019 01:30 - 26.11.2019 01:45","5852","6066"
"26.11.2019 01:45 - 26.11.2019 02:00","5796","6001"
"26.11.2019 02:00 - 26.11.2019 02:15","5880","5988"
"26.11.2019 02:15 - 26.11.2019 02:30","5832","5969"
"26.11.2019 02:30 - 26.11.2019 02:45","5784","5962"
"26.11.2019 02:45 - 26.11.2019 03:00","5744","5912"
"26.11.2019 03:00 - 26.11.2019 03:15","5748","5904"
"26.11.2019 03:15 - 26.11.2019 03:30","5736","5859"
"26.11.2019 03:30 - 26.11.2019 03:45","5740","5898"
"26.11.2019 03:45 - 26.11.2019 04:00","5756","5902"
"26.11.2019 04:00 - 26.11.2019 04:15","5824","6000"
"26.11.2019 04:15 - 26.11.2019 04:30","5876","6064"
"26.11.2019 04:30 - 26.11.2019 04:45","5960","6079"
"26.11.2019 04:45 - 26.11.2019 05:00","6076","6202"
"26.11.2019 05:00 - 26.11.2019 05:15","6260","6500"
"26.11.2019 05:15 - 26.11.2019 05:30","6452","6710"
"26.11.2019 05:30 - 26.11.2019 05:45","6680","6932"
"26.11.2019 05:45 - 26.11.2019 06:00","6948","7232"
"26.11.2019 06:00 - 26.11.2019 06:15","7244","7540"
"26.11.2019 06:15 - 26.11.2019 06:30","7572","7897"
"26.11.2019 06:30 - 26.11.2019 06:45","7840","8202"
"26.11.2019 06:45 - 26.11.2019 07:00","8060","8422"
"26.11.2019 07:00 - 26.11.2019 07:15","8352","8920"
"26.11.2019 07:15 - 26.11.2019 07:30","8504","9036"
"26.11.2019 07:30 - 26.11.2019 07:45","8608","9113"
"26.11.2019 07:45 - 26.11.2019 08:00","8700","9162"
"26.11.2019 08:00 - 26.11.2019 08:15","8788","9245"
"26.11.2019 08:15 - 26.11.2019 08:30","8828","9314"
"26.11.2019 08:30 - 26.11.2019 08:45","8852","9346"
"26.11.2019 08:45 - 26.11.2019 09:00","8860","9320"
"26.11.2019 09:00 - 26.11.2019 09:15","8808","9251"
"26.11.2019 09:15 - 26.11.2019 09:30","8824","9259"
"26.11.2019 09:30 - 26.11.2019 09:45","8840","9248"
"26.11.2019 09:45 - 26.11.2019 10:00","8840","9311"
"26.11.2019 10:00 - 26.11.2019 10:15","8832","9302"
"26.11.2019 10:15 - 26.11.2019 10:30","8844","9333"
"26.11.2019 10:30 - 26.11.2019 10:45","8856","9395"
"26.11.2019 10:45 - 26.11.2019 11:00","8876","9402"
"26.11.2019 11:00 - 26.11.2019 11:15","8868","9416"
"26.11.2019 11:15 - 26.11.2019 11:30","8888","9441"
"26.11.2019 11:30 - 26.11.2019 11:45","8868","9408"
"26.11.2019 11:45 - 26.11.2019 12:00","8828","9374"
"26.11.2019 12:00 - 26.11.2019 12:15","8788","9296"
"26.11.2019 12:15 - 26.11.2019 12:30","8704","9216"
"26.11.2019 12:30 - 26.11.2019 12:45","8672","9183"
"26.11.2019 12:45 - 26.11.2019 13:00","8672","9186"
"26.11.2019 13:00 - 26.11.2019 13:15","8708","9235"
"26.11.2019 13:15 - 26.11.2019 13:30","8704","9235"
"26.11.2019 13:30 - 26.11.2019 13:45","8676","9198"
"26.11.2019 13:45 - 26.11.2019 14:00","8644","9177"
"26.11.2019 14:00 - 26.11.2019 14:15","8640","9152"
"26.11.2019 14:15 - 26.11.2019 14:30","8640","9170"
"26.11.2019 14:30 - 26.11.2019 14:45","8636","9153"
"26.11.2019 14:45 - 26.11.2019 15:00","8624","9163"
