"Time (CET)","Day-ahead Total Load Forecast [MW] - Luxembourg (LU)","Actual Total Load [MW] - Luxembourg (LU)"
"08.04.2019 13:00 - 08.04.2019 13:15","567","702"
"08.04.2019 13:15 - 08.04.2019 13:30","564","715"
"08.04.2019 13:30 - 08.04.2019 13:45","564","725"
"08.04.2019 13:45 - 08.04.2019 14:00","567","727"
"08.04.2019 14:00 - 08.04.2019 14:15","567","751"
"08.04.2019 14:15 - 08.04.2019 14:30","565","728"
"08.04.2019 14:30 - 08.04.2019 14:45","565","667"
"08.04.2019 14:45 - 08.04.2019 15:00","555","691"
"08.04.2019 15:00 - 08.04.2019 15:15","552","694"
"08.04.2019 15:15 - 08.04.2019 15:30","540","665"
"08.04.2019 15:30 - 08.04.2019 15:45","538","709"
"08.04.2019 15:45 - 08.04.2019 16:00","534","705"
"08.04.2019 16:00 - 08.04.2019 16:15","528","710"
"08.04.2019 16:15 - 08.04.2019 16:30","520","696"
"08.04.2019 16:30 - 08.04.2019 16:45","526","693"
"08.04.2019 16:45 - 08.04.2019 17:00","526","691"
"08.04.2019 17:00 - 08.04.2019 17:15","531","669"
"08.04.2019 17:15 - 08.04.2019 17:30","530","656"
"08.04.2019 17:30 - 08.04.2019 17:45","537","644"
"08.04.2019 17:45 - 08.04.2019 18:00","545","630"
"08.04.2019 18:00 - 08.04.2019 18:15","555","615"
"08.04.2019 18:15 - 08.04.2019 18:30","542","608"
"08.04.2019 18:30 - 08.04.2019 18:45","549","594"
"08.04.2019 18:45 - 08.04.2019 19:00","552","592"
"08.04.2019 19:00 - 08.04.2019 19:15","553","586"
"08.04.2019 19:15 - 08.04.2019 19:30","555","562"
"08.04.2019 19:30 - 08.04.2019 19:45","555","571"
"08.04.2019 19:45 - 08.04.2019 20:00","550","539"
"08.04.2019 20:00 - 08.04.2019 20:15","544","545"
"08.04.2019 20:15 - 08.04.2019 20:30","550","564"
"08.04.2019 20:30 - 08.04.2019 20:45","550","589"
"08.04.2019 20:45 - 08.04.2019 21:00","541","593"
"08.04.2019 21:00 - 08.04.2019 21:15","542","602"
"08.04.2019 21:15 - 08.04.2019 21:30","530","599"
"08.04.2019 21:30 - 08.04.2019 21:45","524","616"
"08.04.2019 21:45 - 08.04.2019 22:00","515","591"
"08.04.2019 22:00 - 08.04.2019 22:15","509","588"
"08.04.2019 22:15 - 08.04.2019 22:30","535","623"
"08.04.2019 22:30 - 08.04.2019 22:45","541","635"
"08.04.2019 22:45 - 08.04.2019 23:00","526","633"
"08.04.2019 23:00 - 08.04.2019 23:15","517","637"
"08.04.2019 23:15 - 08.04.2019 23:30","503","613"
"08.04.2019 23:30 - 08.04.2019 23:45","494","596"
"08.04.2019 23:45 - 09.04.2019 00:00","484","599"
"09.04.2019 00:00 - 09.04.2019 00:15","475","575"
"09.04.2019 00:15 - 09.04.2019 00:30","475","645"
"09.04.2019 00:30 - 09.04.2019 00:45","468","675"
"09.04.2019 00:45 - 09.04.2019 01:00","461","687"
"09.04.2019 01:00 - 09.04.2019 01:15","454","630"
"09.04.2019 01:15 - 09.04.2019 01:30","449","618"
"09.04.2019 01:30 - 09.04.2019 01:45","445","570"
"09.04.2019 01:45 - 09.04.2019 02:00","442","574"
"09.04.2019 02:00 - 09.04.2019 02:15","440","581"
"09.04.2019 02:15 - 09.04.2019 02:30","440","588"
"09.04.2019 02:30 - 09.04.2019 02:45","437","545"
"09.04.2019 02:45 - 09.04.2019 03:00","435","546"
"09.04.2019 03:00 - 09.04.2019 03:15","435","541"
"09.04.2019 03:15 - 09.04.2019 03:30","437","537"
"09.04.2019 03:30 - 09.04.2019 03:45","435","533"
"09.04.2019 03:45 - 09.04.2019 04:00","434","530"
"09.04.2019 04:00 - 09.04.2019 04:15","436","529"
"09.04.2019 04:15 - 09.04.2019 04:30","440","501"
"09.04.2019 04:30 - 09.04.2019 04:45","441","469"
"09.04.2019 04:45 - 09.04.2019 05:00","443","484"
"09.04.2019 05:00 - 09.04.2019 05:15","447","461"
"09.04.2019 05:15 - 09.04.2019 05:30","456","434"
"09.04.2019 05:30 - 09.04.2019 05:45","463","414"
"09.04.2019 05:45 - 09.04.2019 06:00","471","435"
"09.04.2019 06:00 - 09.04.2019 06:15","483","434"
"09.04.2019 06:15 - 09.04.2019 06:30","482","401"
"09.04.2019 06:30 - 09.04.2019 06:45","476","401"
"09.04.2019 06:45 - 09.04.2019 07:00","487","389"
"09.04.2019 07:00 - 09.04.2019 07:15","497","401"
"09.04.2019 07:15 - 09.04.2019 07:30","520","424"
"09.04.2019 07:30 - 09.04.2019 07:45","533","432"
"09.04.2019 07:45 - 09.04.2019 08:00","549","408"
"09.04.2019 08:00 - 09.04.2019 08:15","557","418"
"09.04.2019 08:15 - 09.04.2019 08:30","564","461"
"09.04.2019 08:30 - 09.04.2019 08:45","571","457"
"09.04.2019 08:45 - 09.04.2019 09:00","574","466"
"09.04.2019 09:00 - 09.04.2019 09:15","576","485"
"09.04.2019 09:15 - 09.04.2019 09:30","579","547"
"09.04.2019 09:30 - 09.04.2019 09:45","579","601"
"09.04.2019 09:45 - 09.04.2019 10:00","580","602"
"09.04.2019 10:00 - 09.04.2019 10:15","581","647"
"09.04.2019 10:15 - 09.04.2019 10:30","591","653"
"09.04.2019 10:30 - 09.04.2019 10:45","594","668"
"09.04.2019 10:45 - 09.04.2019 11:00","594","686"
"09.04.2019 11:00 - 09.04.2019 11:15","593","679"
"09.04.2019 11:15 - 09.04.2019 11:30","591","710"
"09.04.2019 11:30 - 09.04.2019 11:45","595","694"
"09.04.2019 11:45 - 09.04.2019 12:00","600","714"
"09.04.2019 12:00 - 09.04.2019 12:15","605","709"
"09.04.2019 12:15 - 09.04.2019 12:30","595","693"
"09.04.2019 12:30 - 09.04.2019 12:45","586","698"
"09.04.2019 12:45 - 09.04.2019 13:00","578","690"
"09.04.2019 13:00 - 09.04.2019 13:15","578","740"
"09.04.2019 13:15 - 09.04.2019 13:30","576","739"
"09.04.2019 13:30 - 09.04.2019 13:45","574","765"
"09.04.2019 13:45 - 09.04.2019 14:00","570","768"
"09.04.2019 14:00 - 09.04.2019 14:15","568","773"
"09.04.2019 14:15 - 09.04.2019 14:30","568","755"
"09.04.2019 14:30 - 09.04.2019 14:45","569","700"
"09.04.2019 14:45 - 09.04.2019 15:00","564","693"
"09.04.2019 15:00 - 09.04.2019 15:15","560","687"
"09.04.2019 15:15 - 09.04.2019 15:30","561","647"
"09.04.2019 15:30 - 09.04.2019 15:45","559","653"
"09.04.2019 15:45 - 09.04.2019 16:00","555","652"
"09.04.2019 16:00 - 09.04.2019 16:15","550","626"
"09.04.2019 16:15 - 09.04.2019 16:30","549","618"
"09.04.2019 16:30 - 09.04.2019 16:45","549","598"
"09.04.2019 16:45 - 09.04.2019 17:00","546","612"
"09.04.2019 17:00 - 09.04.2019 17:15","548","623"
"09.04.2019 17:15 - 09.04.2019 17:30","558","589"
"09.04.2019 17:30 - 09.04.2019 17:45","565","578"
"09.04.2019 17:45 - 09.04.2019 18:00","568","542"
"09.04.2019 18:00 - 09.04.2019 18:15","575","552"
"09.04.2019 18:15 - 09.04.2019 18:30","571","547"
"09.04.2019 18:30 - 09.04.2019 18:45","573","538"
"09.04.2019 18:45 - 09.04.2019 19:00","572","490"
"09.04.2019 19:00 - 09.04.2019 19:15","574","484"
"09.04.2019 19:15 - 09.04.2019 19:30","563","485"
"09.04.2019 19:30 - 09.04.2019 19:45","560","458"
"09.04.2019 19:45 - 09.04.2019 20:00","560","437"
"09.04.2019 20:00 - 09.04.2019 20:15","558","426"
"09.04.2019 20:15 - 09.04.2019 20:30","564","482"
"09.04.2019 20:30 - 09.04.2019 20:45","561","494"
"09.04.2019 20:45 - 09.04.2019 21:00","558","473"
"09.04.2019 21:00 - 09.04.2019 21:15","555","481"
"09.04.2019 21:15 - 09.04.2019 21:30","539","489"
"09.04.2019 21:30 - 09.04.2019 21:45","531","495"
"09.04.2019 21:45 - 09.04.2019 22:00","522","494"
"09.04.2019 22:00 - 09.04.2019 22:15","513","500"
"09.04.2019 22:15 - 09.04.2019 22:30","529","515"
"09.04.2019 22:30 - 09.04.2019 22:45","536","511"
"09.04.2019 22:45 - 09.04.2019 23:00","524","517"
"09.04.2019 23:00 - 09.04.2019 23:15","513","526"
"09.04.2019 23:15 - 09.04.2019 23:30","498","496"
"09.04.2019 23:30 - 09.04.2019 23:45","490","465"
"09.04.2019 23:45 - 10.04.2019 00:00","481","498"
"10.04.2019 00:00 - 10.04.2019 00:15","471","517"
"10.04.2019 00:15 - 10.04.2019 00:30","452","516"
"10.04.2019 00:30 - 10.04.2019 00:45","445","512"
"10.04.2019 00:45 - 10.04.2019 01:00","437","495"
"10.04.2019 01:00 - 10.04.2019 01:15","430","495"
"10.04.2019 01:15 - 10.04.2019 01:30","427","519"
"10.04.2019 01:30 - 10.04.2019 01:45","421","553"
"10.04.2019 01:45 - 10.04.2019 02:00","417","592"
"10.04.2019 02:00 - 10.04.2019 02:15","414","575"
"10.04.2019 02:15 - 10.04.2019 02:30","414","474"
"10.04.2019 02:30 - 10.04.2019 02:45","413","436"
"10.04.2019 02:45 - 10.04.2019 03:00","414","447"
"10.04.2019 03:00 - 10.04.2019 03:15","414","380"
"10.04.2019 03:15 - 10.04.2019 03:30","414","367"
"10.04.2019 03:30 - 10.04.2019 03:45","413","384"
"10.04.2019 03:45 - 10.04.2019 04:00","412","387"
"10.04.2019 04:00 - 10.04.2019 04:15","413","355"
"10.04.2019 04:15 - 10.04.2019 04:30","418","337"
"10.04.2019 04:30 - 10.04.2019 04:45","420","316"
"10.04.2019 04:45 - 10.04.2019 05:00","421","309"
"10.04.2019 05:00 - 10.04.2019 05:15","422","308"
"10.04.2019 05:15 - 10.04.2019 05:30","432","331"
"10.04.2019 05:30 - 10.04.2019 05:45","440","309"
"10.04.2019 05:45 - 10.04.2019 06:00","447","290"
"10.04.2019 06:00 - 10.04.2019 06:15","457","283"
"10.04.2019 06:15 - 10.04.2019 06:30","449","278"
"10.04.2019 06:30 - 10.04.2019 06:45","446","265"
"10.04.2019 06:45 - 10.04.2019 07:00","457","255"
"10.04.2019 07:00 - 10.04.2019 07:15","471","253"
"10.04.2019 07:15 - 10.04.2019 07:30","490","250"
"10.04.2019 07:30 - 10.04.2019 07:45","501","245"
"10.04.2019 07:45 - 10.04.2019 08:00","513","241"
"10.04.2019 08:00 - 10.04.2019 08:15","527","255"
"10.04.2019 08:15 - 10.04.2019 08:30","534","304"
"10.04.2019 08:30 - 10.04.2019 08:45","540","319"
"10.04.2019 08:45 - 10.04.2019 09:00","546","309"
"10.04.2019 09:00 - 10.04.2019 09:15","552","323"
"10.04.2019 09:15 - 10.04.2019 09:30","557","384"
"10.04.2019 09:30 - 10.04.2019 09:45","557","433"
"10.04.2019 09:45 - 10.04.2019 10:00","560","442"
"10.04.2019 10:00 - 10.04.2019 10:15","560","433"
"10.04.2019 10:15 - 10.04.2019 10:30","572","431"
"10.04.2019 10:30 - 10.04.2019 10:45","574","449"
"10.04.2019 10:45 - 10.04.2019 11:00","572","458"
"10.04.2019 11:00 - 10.04.2019 11:15","573","474"
"10.04.2019 11:15 - 10.04.2019 11:30","573","515"
"10.04.2019 11:30 - 10.04.2019 11:45","579","526"
"10.04.2019 11:45 - 10.04.2019 12:00","585","560"
"10.04.2019 12:00 - 10.04.2019 12:15","588","503"
"10.04.2019 12:15 - 10.04.2019 12:30","572","496"
"10.04.2019 12:30 - 10.04.2019 12:45","561","491"
"10.04.2019 12:45 - 10.04.2019 13:00","556","498"
"10.04.2019 13:00 - 10.04.2019 13:15","555","490"
"10.04.2019 13:15 - 10.04.2019 13:30","548","474"
"10.04.2019 13:30 - 10.04.2019 13:45","548","479"
"10.04.2019 13:45 - 10.04.2019 14:00","544","511"
"10.04.2019 14:00 - 10.04.2019 14:15","540","542"
"10.04.2019 14:15 - 10.04.2019 14:30","533","511"
"10.04.2019 14:30 - 10.04.2019 14:45","533","495"
"10.04.2019 14:45 - 10.04.2019 15:00","528","497"
"10.04.2019 15:00 - 10.04.2019 15:15","528","498"
"10.04.2019 15:15 - 10.04.2019 15:30","522","487"
"10.04.2019 15:30 - 10.04.2019 15:45","520","469"
"10.04.2019 15:45 - 10.04.2019 16:00","516","467"
"10.04.2019 16:00 - 10.04.2019 16:15","515","467"
"10.04.2019 16:15 - 10.04.2019 16:30","515","463"
"10.04.2019 16:30 - 10.04.2019 16:45","512","450"
"10.04.2019 16:45 - 10.04.2019 17:00","511","454"
"10.04.2019 17:00 - 10.04.2019 17:15","513","437"
"10.04.2019 17:15 - 10.04.2019 17:30","511","456"
"10.04.2019 17:30 - 10.04.2019 17:45","514","449"
"10.04.2019 17:45 - 10.04.2019 18:00","518","410"
"10.04.2019 18:00 - 10.04.2019 18:15","526","403"
"10.04.2019 18:15 - 10.04.2019 18:30","517","391"
"10.04.2019 18:30 - 10.04.2019 18:45","520","351"
"10.04.2019 18:45 - 10.04.2019 19:00","517","359"
"10.04.2019 19:00 - 10.04.2019 19:15","522","358"
"10.04.2019 19:15 - 10.04.2019 19:30","517","355"
"10.04.2019 19:30 - 10.04.2019 19:45","517","338"
"10.04.2019 19:45 - 10.04.2019 20:00","514","324"
"10.04.2019 20:00 - 10.04.2019 20:15","511","313"
"10.04.2019 20:15 - 10.04.2019 20:30","511","360"
"10.04.2019 20:30 - 10.04.2019 20:45","512","365"
"10.04.2019 20:45 - 10.04.2019 21:00","506","370"
"10.04.2019 21:00 - 10.04.2019 21:15","499","377"
"10.04.2019 21:15 - 10.04.2019 21:30","489","411"
"10.04.2019 21:30 - 10.04.2019 21:45","480","419"
"10.04.2019 21:45 - 10.04.2019 22:00","472","424"
"10.04.2019 22:00 - 10.04.2019 22:15","463","420"
"10.04.2019 22:15 - 10.04.2019 22:30","486","413"
"10.04.2019 22:30 - 10.04.2019 22:45","495","444"
"10.04.2019 22:45 - 10.04.2019 23:00","481","462"
"10.04.2019 23:00 - 10.04.2019 23:15","472","449"
"10.04.2019 23:15 - 10.04.2019 23:30","461","451"
"10.04.2019 23:30 - 10.04.2019 23:45","452","425"
"10.04.2019 23:45 - 11.04.2019 00:00","443","435"
"11.04.2019 00:00 - 11.04.2019 00:15","433","435"
"11.04.2019 00:15 - 11.04.2019 00:30","422","446"
"11.04.2019 00:30 - 11.04.2019 00:45","413","452"
"11.04.2019 00:45 - 11.04.2019 01:00","407","493"
"11.04.2019 01:00 - 11.04.2019 01:15","401","499"
"11.04.2019 01:15 - 11.04.2019 01:30","400","505"
"11.04.2019 01:30 - 11.04.2019 01:45","397","500"
"11.04.2019 01:45 - 11.04.2019 02:00","392","516"
"11.04.2019 02:00 - 11.04.2019 02:15","388","514"
"11.04.2019 02:15 - 11.04.2019 02:30","392","459"
"11.04.2019 02:30 - 11.04.2019 02:45","391","444"
"11.04.2019 02:45 - 11.04.2019 03:00","392","428"
"11.04.2019 03:00 - 11.04.2019 03:15","393","398"
"11.04.2019 03:15 - 11.04.2019 03:30","395","385"
"11.04.2019 03:30 - 11.04.2019 03:45","391","365"
"11.04.2019 03:45 - 11.04.2019 04:00","392","357"
"11.04.2019 04:00 - 11.04.2019 04:15","391","354"
"11.04.2019 04:15 - 11.04.2019 04:30","395","358"
"11.04.2019 04:30 - 11.04.2019 04:45","395","350"
"11.04.2019 04:45 - 11.04.2019 05:00","397","344"
"11.04.2019 05:00 - 11.04.2019 05:15","404","334"
"11.04.2019 05:15 - 11.04.2019 05:30","414","324"
"11.04.2019 05:30 - 11.04.2019 05:45","423","302"
"11.04.2019 05:45 - 11.04.2019 06:00","430","288"
"11.04.2019 06:00 - 11.04.2019 06:15","445","266"
"11.04.2019 06:15 - 11.04.2019 06:30","437","260"
"11.04.2019 06:30 - 11.04.2019 06:45","433","276"
"11.04.2019 06:45 - 11.04.2019 07:00","445","279"
"11.04.2019 07:00 - 11.04.2019 07:15","453","270"
"11.04.2019 07:15 - 11.04.2019 07:30","476","279"
"11.04.2019 07:30 - 11.04.2019 07:45","487","275"
"11.04.2019 07:45 - 11.04.2019 08:00","497","282"
"11.04.2019 08:00 - 11.04.2019 08:15","507","280"
"11.04.2019 08:15 - 11.04.2019 08:30","509","315"
"11.04.2019 08:30 - 11.04.2019 08:45","519","320"
"11.04.2019 08:45 - 11.04.2019 09:00","521","333"
"11.04.2019 09:00 - 11.04.2019 09:15","525","336"
"11.04.2019 09:15 - 11.04.2019 09:30","521","345"
"11.04.2019 09:30 - 11.04.2019 09:45","525","346"
"11.04.2019 09:45 - 11.04.2019 10:00","526","339"
"11.04.2019 10:00 - 11.04.2019 10:15","529","363"
"11.04.2019 10:15 - 11.04.2019 10:30","530","408"
"11.04.2019 10:30 - 11.04.2019 10:45","527","421"
"11.04.2019 10:45 - 11.04.2019 11:00","524","365"
"11.04.2019 11:00 - 11.04.2019 11:15","523","390"
"11.04.2019 11:15 - 11.04.2019 11:30","527","448"
"11.04.2019 11:30 - 11.04.2019 11:45","531","481"
"11.04.2019 11:45 - 11.04.2019 12:00","535","507"
"11.04.2019 12:00 - 11.04.2019 12:15","540","506"
"11.04.2019 12:15 - 11.04.2019 12:30","527","543"
"11.04.2019 12:30 - 11.04.2019 12:45","519","526"
"11.04.2019 12:45 - 11.04.2019 13:00","513","500"
"11.04.2019 13:00 - 11.04.2019 13:15","511","481"
"11.04.2019 13:15 - 11.04.2019 13:30","510","482"
"11.04.2019 13:30 - 11.04.2019 13:45","512","483"
"11.04.2019 13:45 - 11.04.2019 14:00","515","479"
"11.04.2019 14:00 - 11.04.2019 14:15","514","473"
"11.04.2019 14:15 - 11.04.2019 14:30","518","401"
"11.04.2019 14:30 - 11.04.2019 14:45","521","389"
"11.04.2019 14:45 - 11.04.2019 15:00","516","390"
"11.04.2019 15:00 - 11.04.2019 15:15","511","385"
"11.04.2019 15:15 - 11.04.2019 15:30","500","348"
"11.04.2019 15:30 - 11.04.2019 15:45","497","349"
"11.04.2019 15:45 - 11.04.2019 16:00","498","344"
"11.04.2019 16:00 - 11.04.2019 16:15","498","335"
"11.04.2019 16:15 - 11.04.2019 16:30","502","326"
"11.04.2019 16:30 - 11.04.2019 16:45","501","315"
"11.04.2019 16:45 - 11.04.2019 17:00","497","292"
"11.04.2019 17:00 - 11.04.2019 17:15","495","286"
"11.04.2019 17:15 - 11.04.2019 17:30","496","262"
"11.04.2019 17:30 - 11.04.2019 17:45","502","257"
"11.04.2019 17:45 - 11.04.2019 18:00","509","239"
"11.04.2019 18:00 - 11.04.2019 18:15","516","229"
"11.04.2019 18:15 - 11.04.2019 18:30","515","206"
"11.04.2019 18:30 - 11.04.2019 18:45","517","290"
"11.04.2019 18:45 - 11.04.2019 19:00","516","343"
"11.04.2019 19:00 - 11.04.2019 19:15","519","362"
"11.04.2019 19:15 - 11.04.2019 19:30","524","366"
"11.04.2019 19:30 - 11.04.2019 19:45","524","379"
"11.04.2019 19:45 - 11.04.2019 20:00","521","369"
"11.04.2019 20:00 - 11.04.2019 20:15","520","380"
"11.04.2019 20:15 - 11.04.2019 20:30","520","433"
"11.04.2019 20:30 - 11.04.2019 20:45","521","451"
"11.04.2019 20:45 - 11.04.2019 21:00","516","446"
"11.04.2019 21:00 - 11.04.2019 21:15","516","450"
"11.04.2019 21:15 - 11.04.2019 21:30","505","448"
"11.04.2019 21:30 - 11.04.2019 21:45","498","443"
"11.04.2019 21:45 - 11.04.2019 22:00","491","435"
"11.04.2019 22:00 - 11.04.2019 22:15","483","443"
"11.04.2019 22:15 - 11.04.2019 22:30","503","464"
"11.04.2019 22:30 - 11.04.2019 22:45","511","461"
"11.04.2019 22:45 - 11.04.2019 23:00","497","477"
"11.04.2019 23:00 - 11.04.2019 23:15","488","499"
"11.04.2019 23:15 - 11.04.2019 23:30","471","518"
"11.04.2019 23:30 - 11.04.2019 23:45","465","519"
"11.04.2019 23:45 - 12.04.2019 00:00","457","518"
"12.04.2019 00:00 - 12.04.2019 00:15","445","508"
"12.04.2019 00:15 - 12.04.2019 00:30","429","542"
"12.04.2019 00:30 - 12.04.2019 00:45","423","550"
"12.04.2019 00:45 - 12.04.2019 01:00","414","586"
"12.04.2019 01:00 - 12.04.2019 01:15","408","609"
"12.04.2019 01:15 - 12.04.2019 01:30","406","602"
"12.04.2019 01:30 - 12.04.2019 01:45","402","583"
"12.04.2019 01:45 - 12.04.2019 02:00","399","593"
"12.04.2019 02:00 - 12.04.2019 02:15","397","569"
"12.04.2019 02:15 - 12.04.2019 02:30","401","500"
"12.04.2019 02:30 - 12.04.2019 02:45","398","506"
"12.04.2019 02:45 - 12.04.2019 03:00","396","519"
"12.04.2019 03:00 - 12.04.2019 03:15","395","505"
"12.04.2019 03:15 - 12.04.2019 03:30","397","483"
"12.04.2019 03:30 - 12.04.2019 03:45","395","489"
"12.04.2019 03:45 - 12.04.2019 04:00","396","486"
"12.04.2019 04:00 - 12.04.2019 04:15","397","473"
"12.04.2019 04:15 - 12.04.2019 04:30","403","438"
"12.04.2019 04:30 - 12.04.2019 04:45","403","426"
"12.04.2019 04:45 - 12.04.2019 05:00","407","423"
"12.04.2019 05:00 - 12.04.2019 05:15","411","416"
"12.04.2019 05:15 - 12.04.2019 05:30","423","415"
"12.04.2019 05:30 - 12.04.2019 05:45","434","430"
"12.04.2019 05:45 - 12.04.2019 06:00","440","425"
"12.04.2019 06:00 - 12.04.2019 06:15","457","412"
"12.04.2019 06:15 - 12.04.2019 06:30","448","403"
"12.04.2019 06:30 - 12.04.2019 06:45","446","396"
"12.04.2019 06:45 - 12.04.2019 07:00","459","392"
"12.04.2019 07:00 - 12.04.2019 07:15","472","371"
"12.04.2019 07:15 - 12.04.2019 07:30","487","443"
"12.04.2019 07:30 - 12.04.2019 07:45","497","449"
"12.04.2019 07:45 - 12.04.2019 08:00","507","444"
"12.04.2019 08:00 - 12.04.2019 08:15","515","418"
"12.04.2019 08:15 - 12.04.2019 08:30","521","430"
"12.04.2019 08:30 - 12.04.2019 08:45","534","427"
"12.04.2019 08:45 - 12.04.2019 09:00","536","424"
"12.04.2019 09:00 - 12.04.2019 09:15","541","412"
"12.04.2019 09:15 - 12.04.2019 09:30","543","438"
"12.04.2019 09:30 - 12.04.2019 09:45","551","461"
"12.04.2019 09:45 - 12.04.2019 10:00","548","542"
"12.04.2019 10:00 - 12.04.2019 10:15","550","567"
"12.04.2019 10:15 - 12.04.2019 10:30","554","597"
"12.04.2019 10:30 - 12.04.2019 10:45","552","597"
"12.04.2019 10:45 - 12.04.2019 11:00","549","612"
"12.04.2019 11:00 - 12.04.2019 11:15","551","615"
"12.04.2019 11:15 - 12.04.2019 11:30","552","623"
"12.04.2019 11:30 - 12.04.2019 11:45","549","662"
"12.04.2019 11:45 - 12.04.2019 12:00","552","603"
"12.04.2019 12:00 - 12.04.2019 12:15","558","596"
"12.04.2019 12:15 - 12.04.2019 12:30","547","598"
"12.04.2019 12:30 - 12.04.2019 12:45","536","579"
"12.04.2019 12:45 - 12.04.2019 13:00","528","550"
"12.04.2019 13:00 - 12.04.2019 13:15","529","575"
"12.04.2019 13:15 - 12.04.2019 13:30","526","550"
"12.04.2019 13:30 - 12.04.2019 13:45","527","537"
"12.04.2019 13:45 - 12.04.2019 14:00","527","558"
"12.04.2019 14:00 - 12.04.2019 14:15","526","563"
"12.04.2019 14:15 - 12.04.2019 14:30","530","546"
"12.04.2019 14:30 - 12.04.2019 14:45","528","493"
"12.04.2019 14:45 - 12.04.2019 15:00","520","516"
"12.04.2019 15:00 - 12.04.2019 15:15","518","484"
"12.04.2019 15:15 - 12.04.2019 15:30","515","472"
"12.04.2019 15:30 - 12.04.2019 15:45","514","443"
"12.04.2019 15:45 - 12.04.2019 16:00","513","462"
"12.04.2019 16:00 - 12.04.2019 16:15","512","466"
"12.04.2019 16:15 - 12.04.2019 16:30","514","434"
"12.04.2019 16:30 - 12.04.2019 16:45","514","438"
"12.04.2019 16:45 - 12.04.2019 17:00","513","431"
"12.04.2019 17:00 - 12.04.2019 17:15","512","404"
"12.04.2019 17:15 - 12.04.2019 17:30","509","324"
"12.04.2019 17:30 - 12.04.2019 17:45","508","281"
"12.04.2019 17:45 - 12.04.2019 18:00","512","338"
"12.04.2019 18:00 - 12.04.2019 18:15","518","354"
"12.04.2019 18:15 - 12.04.2019 18:30","517","282"
"12.04.2019 18:30 - 12.04.2019 18:45","516","255"
"12.04.2019 18:45 - 12.04.2019 19:00","515","256"
"12.04.2019 19:00 - 12.04.2019 19:15","516","253"
"12.04.2019 19:15 - 12.04.2019 19:30","518","296"
"12.04.2019 19:30 - 12.04.2019 19:45","517","302"
"12.04.2019 19:45 - 12.04.2019 20:00","513","323"
"12.04.2019 20:00 - 12.04.2019 20:15","512","330"
"12.04.2019 20:15 - 12.04.2019 20:30","514","372"
"12.04.2019 20:30 - 12.04.2019 20:45","517","376"
"12.04.2019 20:45 - 12.04.2019 21:00","516","386"
"12.04.2019 21:00 - 12.04.2019 21:15","515","392"
"12.04.2019 21:15 - 12.04.2019 21:30","507","381"
"12.04.2019 21:30 - 12.04.2019 21:45","502","368"
"12.04.2019 21:45 - 12.04.2019 22:00","486","385"
"12.04.2019 22:00 - 12.04.2019 22:15","477","389"
"12.04.2019 22:15 - 12.04.2019 22:30","507","420"
"12.04.2019 22:30 - 12.04.2019 22:45","519","407"
"12.04.2019 22:45 - 12.04.2019 23:00","505","430"
"12.04.2019 23:00 - 12.04.2019 23:15","498","453"
"12.04.2019 23:15 - 12.04.2019 23:30","490","471"
"12.04.2019 23:30 - 12.04.2019 23:45","482","481"
"12.04.2019 23:45 - 13.04.2019 00:00","474","484"
"13.04.2019 00:00 - 13.04.2019 00:15","462","478"
"13.04.2019 00:15 - 13.04.2019 00:30","455","542"
"13.04.2019 00:30 - 13.04.2019 00:45","447","577"
"13.04.2019 00:45 - 13.04.2019 01:00","437","614"
"13.04.2019 01:00 - 13.04.2019 01:15","430","643"
"13.04.2019 01:15 - 13.04.2019 01:30","424","621"
"13.04.2019 01:30 - 13.04.2019 01:45","420","611"
"13.04.2019 01:45 - 13.04.2019 02:00","422","649"
